sale_id,product_id,channel,region,quantity,discount_pct,returned_flag,date,customer_id
SALE-0021364,SKU-09513,Wholesale,East,6,0.41,0,2024-11-29,CUST-008799
SALE-0021365,SKU-02472,Retail,North,1,0.06,0,2024-11-21,CUST-001031
SALE-0021366,SKU-01440,Retail,North,6,0.02,0,2025-05-26,CUST-000403
SALE-0021367,SKU-05939,Wholesale,South,2,0.33,0,2024-12-21,CUST-006021
SALE-0021368,SKU-05148,Retail,West,3,0.4,0,2025-05-22,CUST-005333
SALE-0021369,SKU-00209,Retail,East,7,0.49,0,2025-02-05,CUST-008506
SALE-0021370,SKU-00248,Online,East,6,0.49,0,2025-02-11,CUST-000748
SALE-0021371,SKU-02895,Online,West,6,0.08,0,2024-08-29,CUST-000596
SALE-0021372,SKU-00790,Online,South,6,0.05,0,2025-04-03,CUST-000415
SALE-0021373,SKU-04081,Online,North,8,0.46,0,2024-08-01,CUST-002491
SALE-0021374,SKU-01747,Online,North,2,0.35,0,2025-03-14,CUST-007928
SALE-0021375,SKU-02562,Retail,West,1,0.18,0,2024-08-03,CUST-002920
SALE-0021376,SKU-01118,Online,South,1,0.47,0,2025-03-10,CUST-002098
SALE-0021377,SKU-09049,Retail,East,3,0.47,0,2025-03-29,CUST-001077
SALE-0021378,SKU-02970,Retail,West,1,0.32,0,2024-09-03,CUST-005066
SALE-0021379,SKU-02855,Online,West,4,0.18,0,2025-03-06,CUST-003053
SALE-0021380,SKU-09233,Retail,East,2,0.1,0,2025-03-08,CUST-005240
SALE-0021381,SKU-05787,Online,North,5,0.3,0,2025-02-21,CUST-007588
SALE-0021382,SKU-06321,Online,West,1,0.39,0,2025-02-03,CUST-003193
SALE-0021383,SKU-03203,Retail,West,7,0.43,0,2024-09-14,CUST-001965
SALE-0021384,SKU-00298,Retail,West,9,0.17,0,2025-05-14,CUST-006971
SALE-0021385,SKU-09190,Online,South,5,0.48,0,2024-10-29,CUST-000434
SALE-0021386,SKU-02664,Online,North,1,0.01,0,2024-10-05,CUST-009900
SALE-0021387,SKU-02316,Wholesale,West,8,0.42,0,2024-12-29,CUST-004934
SALE-0021388,SKU-04596,Wholesale,South,7,0.46,0,2024-11-20,CUST-003715
SALE-0021389,SKU-07960,Online,East,4,0.18,0,2025-07-04,CUST-009399
SALE-0021390,SKU-07708,Retail,East,7,0.3,0,2024-08-01,CUST-002023
SALE-0021391,SKU-03559,Online,South,7,0.22,0,2024-12-22,CUST-003566
SALE-0021392,SKU-09106,Online,North,3,0.11,0,2025-06-29,CUST-006521
SALE-0021393,SKU-03429,Wholesale,North,8,0.35,0,2024-11-11,CUST-008669
SALE-0021394,SKU-04742,Online,North,5,0.48,0,2024-10-31,CUST-001423
SALE-0021395,SKU-01005,Online,North,9,0.04,0,2025-01-25,CUST-008100
SALE-0021396,SKU-09502,Online,North,3,0.31,1,2025-04-02,CUST-002695
SALE-0021397,SKU-02594,Retail,South,8,0.21,0,2024-08-21,CUST-000575
SALE-0021398,SKU-02771,Online,North,1,0.3,0,2024-07-31,CUST-003252
SALE-0021399,SKU-05818,Retail,North,6,0.35,0,2025-02-01,CUST-001993
SALE-0021400,SKU-05064,Online,West,6,0.39,0,2025-04-07,CUST-003246
SALE-0021401,SKU-03403,Online,East,9,0.21,0,2025-04-27,CUST-006195
SALE-0021402,SKU-02741,Online,East,7,0.05,1,2024-12-17,CUST-005667
SALE-0021403,SKU-09114,Retail,West,3,0.49,0,2024-11-03,CUST-005752
SALE-0021404,SKU-09913,Retail,West,2,0.08,0,2024-09-08,CUST-002526
SALE-0021405,SKU-08095,Retail,North,5,0.1,0,2025-02-02,CUST-008489
SALE-0021406,SKU-06171,Online,East,4,0.04,0,2025-06-16,CUST-006403
SALE-0021407,SKU-03184,Online,West,1,0.32,0,2024-11-15,CUST-002884
SALE-0021408,SKU-09708,Online,South,5,0.27,0,2025-04-16,CUST-000439
SALE-0021409,SKU-07985,Online,South,8,0.08,0,2024-11-17,CUST-009846
SALE-0021410,SKU-07305,Online,East,9,0.5,0,2024-09-04,CUST-003056
SALE-0021411,SKU-04743,Retail,West,1,0.14,0,2025-02-04,CUST-009431
SALE-0021412,SKU-03853,Online,East,1,0.06,0,2025-04-12,CUST-007941
SALE-0021413,SKU-06666,Online,East,9,0.03,0,2025-04-27,CUST-004033
SALE-0021414,SKU-09326,Online,East,8,0.17,0,2025-01-04,CUST-005636
SALE-0021415,SKU-01503,Online,West,7,0.42,0,2024-12-30,CUST-002095
SALE-0021416,SKU-01637,Online,East,8,0.36,0,2024-12-27,CUST-006120
SALE-0021417,SKU-01810,Online,North,1,0.0,0,2024-12-19,CUST-005772
SALE-0021418,SKU-08459,Online,North,4,0.2,0,2024-10-20,CUST-003494
SALE-0021419,SKU-04874,Online,West,5,0.19,0,2024-08-16,CUST-003845
SALE-0021420,SKU-00668,Online,East,1,0.33,0,2024-08-12,CUST-002431
SALE-0021421,SKU-07381,Online,East,1,0.08,0,2025-06-16,CUST-002769
SALE-0021422,SKU-07477,Online,South,8,0.4,0,2024-12-30,CUST-002471
SALE-0021423,SKU-08246,Retail,West,8,0.21,1,2024-07-17,CUST-007254
SALE-0021424,SKU-02822,Online,East,5,0.23,0,2025-03-23,CUST-003717
SALE-0021425,SKU-03946,Online,East,5,0.31,1,2024-12-12,CUST-003115
SALE-0021426,SKU-04491,Online,West,7,0.42,0,2025-07-08,CUST-008556
SALE-0021427,SKU-04608,Online,West,5,0.0,0,2024-12-09,CUST-009886
SALE-0021428,SKU-08993,Online,East,1,0.42,0,2024-08-30,CUST-009961
SALE-0021429,SKU-04421,Online,South,2,0.23,0,2025-05-25,CUST-002856
SALE-0021430,SKU-02027,Retail,South,9,0.15,0,2024-11-04,CUST-000024
SALE-0021431,SKU-08366,Online,West,8,0.32,0,2025-01-04,CUST-004708
SALE-0021432,SKU-06349,Online,East,8,0.33,0,2024-11-21,CUST-005958
SALE-0021433,SKU-00055,Online,South,7,0.28,0,2024-10-16,CUST-007761
SALE-0021434,SKU-05867,Online,West,1,0.32,0,2025-04-14,CUST-003639
SALE-0021435,SKU-08902,Online,West,3,0.35,0,2025-05-17,CUST-005801
SALE-0021436,SKU-07475,Wholesale,South,5,0.35,0,2024-08-23,CUST-003695
SALE-0021437,SKU-07449,Retail,North,2,0.32,0,2025-06-22,CUST-002117
SALE-0021438,SKU-09833,Wholesale,North,1,0.02,0,2025-01-08,CUST-003714
SALE-0021439,SKU-01815,Online,North,6,0.33,0,2024-08-05,CUST-006935
SALE-0021440,SKU-09906,Wholesale,South,2,0.04,0,2025-01-05,CUST-006994
SALE-0021441,SKU-07148,Online,South,4,0.46,0,2025-04-11,CUST-001428
SALE-0021442,SKU-04237,Online,East,5,0.29,0,2025-05-21,CUST-008312
SALE-0021443,SKU-07113,Retail,West,6,0.3,0,2024-11-27,CUST-005735
SALE-0021444,SKU-04254,Retail,East,2,0.09,0,2025-05-29,CUST-000570
SALE-0021445,SKU-00105,Online,West,5,0.33,0,2024-07-28,CUST-007693
SALE-0021446,SKU-04385,Online,South,8,0.28,0,2025-06-14,CUST-006507
SALE-0021447,SKU-07862,Retail,North,3,0.21,0,2025-02-14,CUST-001502
SALE-0021448,SKU-01209,Online,East,8,0.42,0,2024-11-19,CUST-000803
SALE-0021449,SKU-02996,Online,South,1,0.07,0,2024-12-24,CUST-009032
SALE-0021450,SKU-07643,Online,East,7,0.43,0,2025-06-07,CUST-007523
SALE-0021451,SKU-04321,Online,East,1,0.06,0,2024-12-06,CUST-000747
SALE-0021452,SKU-01907,Online,North,3,0.27,1,2025-07-01,CUST-008380
SALE-0021453,SKU-01711,Online,South,3,0.27,0,2024-09-26,CUST-003071
SALE-0021454,SKU-04180,Wholesale,West,1,0.16,0,2024-08-28,CUST-006375
SALE-0021455,SKU-09784,Retail,East,1,0.26,0,2025-02-19,CUST-009948
SALE-0021456,SKU-02140,Wholesale,North,8,0.21,0,2024-09-09,CUST-008157
SALE-0021457,SKU-00008,Online,East,4,0.13,0,2024-12-25,CUST-001980
SALE-0021458,SKU-03646,Online,North,8,0.2,0,2025-06-15,CUST-008285
SALE-0021459,SKU-07222,Retail,South,4,0.08,0,2025-05-26,CUST-002596
SALE-0021460,SKU-07331,Retail,East,5,0.33,0,2024-11-23,CUST-003276
SALE-0021461,SKU-09847,Online,North,6,0.1,0,2024-08-10,CUST-006245
SALE-0021462,SKU-08671,Online,North,1,0.39,0,2024-07-14,CUST-000633
SALE-0021463,SKU-05391,Online,South,2,0.08,0,2024-08-27,CUST-001617
SALE-0021464,SKU-02015,Retail,West,5,0.26,0,2025-03-20,CUST-000232
SALE-0021465,SKU-07429,Online,East,4,0.37,0,2025-03-06,CUST-008051
SALE-0021466,SKU-07126,Online,East,2,0.23,0,2025-04-14,CUST-002043
SALE-0021467,SKU-01628,Retail,East,3,0.05,0,2025-05-10,CUST-002556
SALE-0021468,SKU-04725,Online,West,5,0.23,0,2024-08-25,CUST-006496
SALE-0021469,SKU-09603,Wholesale,East,7,0.05,0,2025-06-15,CUST-001635
SALE-0021470,SKU-07526,Retail,West,2,0.08,0,2024-12-21,CUST-005804
SALE-0021471,SKU-01243,Retail,West,3,0.35,0,2024-07-23,CUST-009071
SALE-0021472,SKU-05585,Retail,South,9,0.43,0,2025-05-26,CUST-003642
SALE-0021473,SKU-07589,Online,South,4,0.06,0,2025-05-21,CUST-009147
SALE-0021474,SKU-09365,Online,North,3,0.29,0,2025-06-27,CUST-009179
SALE-0021475,SKU-05477,Online,East,2,0.03,0,2025-03-06,CUST-002997
SALE-0021476,SKU-07219,Wholesale,East,7,0.13,0,2024-12-25,CUST-001469
SALE-0021477,SKU-08129,Online,West,2,0.48,0,2025-04-18,CUST-008078
SALE-0021478,SKU-05790,Retail,West,7,0.43,0,2025-03-02,CUST-007123
SALE-0021479,SKU-03185,Wholesale,East,1,0.03,0,2024-08-09,CUST-004295
SALE-0021480,SKU-08619,Online,South,6,0.39,0,2025-03-09,CUST-008752
SALE-0021481,SKU-02546,Online,South,2,0.07,0,2025-06-07,CUST-004232
SALE-0021482,SKU-01316,Retail,North,3,0.22,0,2024-12-31,CUST-006596
SALE-0021483,SKU-06490,Online,North,4,0.37,1,2024-08-09,CUST-007840
SALE-0021484,SKU-08703,Online,East,2,0.26,0,2024-10-13,CUST-003282
SALE-0021485,SKU-08633,Online,South,8,0.35,0,2024-10-16,CUST-005314
SALE-0021486,SKU-05866,Retail,East,7,0.06,0,2024-09-15,CUST-007252
SALE-0021487,SKU-09848,Online,West,9,0.31,0,2024-10-11,CUST-004304
SALE-0021488,SKU-06123,Online,West,6,0.23,0,2024-12-31,CUST-002147
SALE-0021489,SKU-02770,Online,West,6,0.12,0,2024-12-28,CUST-002379
SALE-0021490,SKU-06372,Online,West,8,0.45,0,2025-05-14,CUST-003438
SALE-0021491,SKU-03045,Online,East,7,0.14,0,2025-07-05,CUST-003551
SALE-0021492,SKU-05210,Retail,West,1,0.09,0,2025-02-21,CUST-002503
SALE-0021493,SKU-08588,Online,East,3,0.29,0,2025-03-22,CUST-002321
SALE-0021494,SKU-00828,Online,North,1,0.15,0,2025-03-20,CUST-002645
SALE-0021495,SKU-07829,Online,South,5,0.26,0,2024-10-31,CUST-008329
SALE-0021496,SKU-07504,Retail,South,6,0.1,0,2025-06-28,CUST-000277
SALE-0021497,SKU-07332,Retail,North,7,0.41,0,2024-10-26,CUST-001739
SALE-0021498,SKU-03005,Online,West,7,0.41,0,2025-03-12,CUST-009953
SALE-0021499,SKU-04661,Retail,South,5,0.07,0,2025-03-07,CUST-004785
SALE-0021500,SKU-00792,Retail,South,1,0.15,0,2025-04-18,CUST-004158
SALE-0021501,SKU-00503,Online,East,9,0.03,1,2024-10-07,CUST-002523
SALE-0021502,SKU-04430,Online,North,5,0.39,0,2025-05-06,CUST-005671
SALE-0021503,SKU-04587,Online,North,7,0.35,0,2025-02-11,CUST-009179
SALE-0021504,SKU-05727,Retail,North,9,0.16,0,2025-01-05,CUST-009275
SALE-0021505,SKU-02049,Online,East,7,0.06,0,2025-07-07,CUST-002528
SALE-0021506,SKU-05480,Online,South,5,0.45,0,2025-06-11,CUST-003017
SALE-0021507,SKU-02675,Retail,East,2,0.35,0,2024-12-23,CUST-002927
SALE-0021508,SKU-07721,Online,North,8,0.44,0,2024-09-21,CUST-005796
SALE-0021509,SKU-03503,Online,East,6,0.23,0,2024-11-30,CUST-006636
SALE-0021510,SKU-03611,Retail,South,3,0.46,0,2024-08-17,CUST-000937
SALE-0021511,SKU-02171,Online,East,5,0.4,0,2024-12-05,CUST-006178
SALE-0021512,SKU-01243,Online,East,4,0.31,0,2025-03-11,CUST-002999
SALE-0021513,SKU-01440,Online,South,3,0.39,0,2024-07-16,CUST-005531
SALE-0021514,SKU-09402,Retail,East,7,0.34,0,2025-06-07,CUST-003459
SALE-0021515,SKU-08107,Online,North,7,0.15,0,2024-08-12,CUST-006089
SALE-0021516,SKU-03277,Online,North,5,0.38,0,2024-08-06,CUST-000808
SALE-0021517,SKU-03874,Retail,West,6,0.23,0,2024-12-13,CUST-006384
SALE-0021518,SKU-08582,Online,East,2,0.27,0,2024-08-19,CUST-003969
SALE-0021519,SKU-06448,Online,West,8,0.11,0,2024-07-20,CUST-007845
SALE-0021520,SKU-08175,Online,South,7,0.48,0,2024-10-21,CUST-004009
SALE-0021521,SKU-01703,Online,East,6,0.18,0,2024-12-13,CUST-001093
SALE-0021522,SKU-01536,Wholesale,West,5,0.48,0,2024-08-29,CUST-001880
SALE-0021523,SKU-07943,Retail,East,6,0.15,0,2025-02-13,CUST-008710
SALE-0021524,SKU-09990,Online,West,8,0.21,0,2024-09-24,CUST-000909
SALE-0021525,SKU-05068,Online,South,6,0.25,0,2024-08-31,CUST-004450
SALE-0021526,SKU-04322,Online,West,1,0.02,0,2025-03-21,CUST-006502
SALE-0021527,SKU-02561,Online,West,7,0.17,0,2025-04-04,CUST-008058
SALE-0021528,SKU-07154,Retail,East,2,0.34,0,2024-12-11,CUST-004519
SALE-0021529,SKU-00029,Online,West,7,0.43,0,2025-04-19,CUST-001713
SALE-0021530,SKU-09173,Online,South,9,0.5,0,2025-01-02,CUST-003872
SALE-0021531,SKU-03584,Online,West,1,0.04,0,2024-11-23,CUST-000104
SALE-0021532,SKU-05109,Online,North,7,0.5,0,2024-10-24,CUST-007956
SALE-0021533,SKU-09851,Online,North,7,0.22,0,2025-03-08,CUST-005166
SALE-0021534,SKU-07522,Online,South,8,0.13,0,2024-09-15,CUST-003754
SALE-0021535,SKU-04821,Retail,North,8,0.36,0,2024-08-13,CUST-009157
SALE-0021536,SKU-06616,Retail,North,1,0.01,1,2024-07-14,CUST-004996
SALE-0021537,SKU-06459,Online,East,1,0.41,0,2025-04-22,CUST-002000
SALE-0021538,SKU-05408,Wholesale,West,6,0.4,0,2024-09-10,CUST-009203
SALE-0021539,SKU-09032,Retail,North,3,0.41,0,2024-12-28,CUST-005308
SALE-0021540,SKU-02415,Online,East,1,0.14,0,2025-06-30,CUST-002433
SALE-0021541,SKU-04427,Wholesale,East,1,0.41,0,2024-07-12,CUST-000223
SALE-0021542,SKU-08589,Online,East,1,0.02,0,2025-01-14,CUST-001176
SALE-0021543,SKU-05941,Wholesale,East,8,0.13,0,2025-04-11,CUST-003601
SALE-0021544,SKU-08577,Retail,North,6,0.3,0,2024-08-27,CUST-006314
SALE-0021545,SKU-05698,Online,South,5,0.3,0,2024-08-08,CUST-002860
SALE-0021546,SKU-03583,Online,South,5,0.48,0,2025-05-20,CUST-006575
SALE-0021547,SKU-07198,Retail,West,5,0.49,0,2025-05-17,CUST-000940
SALE-0021548,SKU-06552,Retail,North,3,0.21,0,2024-11-01,CUST-008335
SALE-0021549,SKU-09136,Online,East,1,0.07,0,2025-05-11,CUST-004700
SALE-0021550,SKU-05086,Retail,North,6,0.22,0,2025-01-02,CUST-006543
SALE-0021551,SKU-05163,Online,South,2,0.01,0,2025-03-02,CUST-003756
SALE-0021552,SKU-09978,Online,East,6,0.16,0,2025-06-05,CUST-009354
SALE-0021553,SKU-09039,Retail,North,9,0.11,0,2025-02-20,CUST-007759
SALE-0021554,SKU-09674,Retail,North,7,0.41,0,2024-08-13,CUST-005987
SALE-0021555,SKU-05639,Online,East,9,0.46,0,2025-01-07,CUST-006327
SALE-0021556,SKU-03116,Online,West,3,0.42,0,2025-06-22,CUST-001037
SALE-0021557,SKU-05658,Online,South,9,0.37,1,2024-07-16,CUST-005142
SALE-0021558,SKU-01387,Online,West,6,0.28,0,2024-12-15,CUST-004536
SALE-0021559,SKU-05241,Retail,South,5,0.37,0,2025-01-16,CUST-007802
SALE-0021560,SKU-09473,Online,West,8,0.14,0,2024-12-20,CUST-000738
SALE-0021561,SKU-01599,Online,East,8,0.29,0,2025-05-09,CUST-005924
SALE-0021562,SKU-01983,Online,South,4,0.43,0,2024-11-27,CUST-005218
SALE-0021563,SKU-07479,Retail,West,2,0.3,0,2025-05-14,CUST-004120
SALE-0021564,SKU-00313,Online,South,4,0.08,0,2025-06-04,CUST-009318
SALE-0021565,SKU-05237,Online,South,3,0.12,0,2024-08-24,CUST-001192
SALE-0021566,SKU-03860,Online,West,2,0.26,0,2024-12-30,CUST-002856
SALE-0021567,SKU-06038,Wholesale,East,5,0.27,0,2025-04-03,CUST-001103
SALE-0021568,SKU-05298,Online,North,7,0.22,0,2024-08-14,CUST-006035
SALE-0021569,SKU-02165,Retail,North,3,0.41,0,2025-04-25,CUST-001417
SALE-0021570,SKU-01700,Retail,East,6,0.06,0,2024-12-19,CUST-007015
SALE-0021571,SKU-01779,Online,West,6,0.23,0,2025-03-05,CUST-004386
SALE-0021572,SKU-04270,Online,East,4,0.06,0,2024-07-30,CUST-001180
SALE-0021573,SKU-00749,Retail,South,5,0.14,0,2024-10-19,CUST-001270
SALE-0021574,SKU-06299,Online,West,6,0.24,0,2024-07-17,CUST-009278
SALE-0021575,SKU-05779,Online,North,2,0.07,0,2024-09-16,CUST-005607
SALE-0021576,SKU-01808,Online,South,3,0.04,0,2025-01-12,CUST-005406
SALE-0021577,SKU-09726,Online,South,6,0.04,0,2024-12-13,CUST-007017
SALE-0021578,SKU-06454,Online,South,6,0.32,0,2025-05-28,CUST-004451
SALE-0021579,SKU-03797,Online,East,5,0.05,1,2025-02-28,CUST-000278
SALE-0021580,SKU-08179,Online,South,2,0.48,0,2025-06-18,CUST-009332
SALE-0021581,SKU-07905,Online,East,5,0.16,0,2025-01-31,CUST-001497
SALE-0021582,SKU-03423,Online,South,4,0.24,0,2024-09-02,CUST-009441
SALE-0021583,SKU-02210,Online,South,4,0.47,0,2024-12-23,CUST-006160
SALE-0021584,SKU-02739,Online,North,5,0.45,0,2024-12-05,CUST-009707
SALE-0021585,SKU-08484,Online,West,1,0.07,0,2024-09-17,CUST-003466
SALE-0021586,SKU-02741,Online,West,6,0.01,0,2025-03-03,CUST-009682
SALE-0021587,SKU-06746,Online,West,9,0.38,0,2024-08-22,CUST-005260
SALE-0021588,SKU-02436,Online,South,1,0.05,0,2024-10-31,CUST-007387
SALE-0021589,SKU-02828,Online,West,4,0.41,0,2025-05-19,CUST-008965
SALE-0021590,SKU-08373,Online,North,1,0.01,0,2024-08-16,CUST-008138
SALE-0021591,SKU-05181,Retail,North,2,0.35,0,2025-04-07,CUST-005862
SALE-0021592,SKU-09363,Online,North,7,0.07,0,2024-12-09,CUST-003029
SALE-0021593,SKU-02744,Online,West,9,0.07,0,2025-04-26,CUST-000987
SALE-0021594,SKU-05897,Retail,West,6,0.43,0,2025-04-22,CUST-007818
SALE-0021595,SKU-01136,Online,West,9,0.01,0,2024-09-15,CUST-000009
SALE-0021596,SKU-01711,Retail,West,4,0.22,0,2024-11-19,CUST-002247
SALE-0021597,SKU-02345,Wholesale,West,5,0.07,0,2024-10-21,CUST-000298
SALE-0021598,SKU-04787,Retail,South,5,0.34,0,2025-06-05,CUST-004156
SALE-0021599,SKU-07285,Retail,South,4,0.39,0,2024-11-28,CUST-002765
SALE-0021600,SKU-03975,Online,East,7,0.06,0,2025-05-08,CUST-007121
SALE-0021601,SKU-07195,Online,North,5,0.48,0,2024-07-17,CUST-002594
SALE-0021602,SKU-03504,Online,West,4,0.38,0,2024-08-10,CUST-000245
SALE-0021603,SKU-02359,Online,North,2,0.42,0,2024-11-06,CUST-001166
SALE-0021604,SKU-07871,Online,North,3,0.27,0,2025-06-03,CUST-008129
SALE-0021605,SKU-07019,Online,North,6,0.43,0,2025-03-12,CUST-001575
SALE-0021606,SKU-08582,Retail,West,3,0.21,0,2025-03-01,CUST-002228
SALE-0021607,SKU-08096,Online,West,5,0.06,0,2025-06-09,CUST-001472
SALE-0021608,SKU-07630,Online,West,4,0.2,0,2025-02-26,CUST-002453
SALE-0021609,SKU-06150,Online,East,2,0.12,0,2025-05-24,CUST-005038
SALE-0021610,SKU-06847,Retail,East,6,0.03,0,2025-01-18,CUST-001201
SALE-0021611,SKU-03059,Online,East,2,0.2,0,2025-03-25,CUST-003307
SALE-0021612,SKU-04626,Online,East,5,0.1,0,2025-03-31,CUST-009365
SALE-0021613,SKU-00159,Online,West,2,0.14,0,2024-10-26,CUST-003992
SALE-0021614,SKU-09872,Wholesale,South,9,0.06,0,2024-09-14,CUST-007046
SALE-0021615,SKU-08422,Retail,North,4,0.37,0,2024-09-01,CUST-006612
SALE-0021616,SKU-05626,Online,West,3,0.0,0,2025-03-17,CUST-007582
SALE-0021617,SKU-09918,Retail,North,3,0.21,0,2025-05-02,CUST-008716
SALE-0021618,SKU-04788,Online,South,7,0.33,0,2024-12-26,CUST-009283
SALE-0021619,SKU-01681,Online,South,7,0.22,0,2024-10-04,CUST-007437
SALE-0021620,SKU-06303,Online,North,3,0.19,0,2024-09-21,CUST-006652
SALE-0021621,SKU-01296,Online,North,6,0.17,0,2024-08-31,CUST-000596
SALE-0021622,SKU-06825,Wholesale,West,3,0.4,0,2024-12-23,CUST-009280
SALE-0021623,SKU-03877,Online,West,6,0.13,0,2024-09-01,CUST-008573
SALE-0021624,SKU-02985,Online,South,6,0.03,1,2025-02-10,CUST-007776
SALE-0021625,SKU-04917,Online,East,5,0.08,0,2025-01-02,CUST-003533
SALE-0021626,SKU-01824,Online,West,7,0.44,0,2025-05-04,CUST-001216
SALE-0021627,SKU-02329,Online,East,7,0.42,0,2025-02-01,CUST-002703
SALE-0021628,SKU-08551,Retail,East,9,0.24,0,2024-11-01,CUST-006986
SALE-0021629,SKU-09205,Retail,West,3,0.12,0,2025-07-02,CUST-008038
SALE-0021630,SKU-07782,Online,East,3,0.04,0,2025-06-03,CUST-007928
SALE-0021631,SKU-07974,Retail,North,8,0.2,0,2024-09-27,CUST-003791
SALE-0021632,SKU-05212,Online,South,3,0.3,0,2025-05-04,CUST-001310
SALE-0021633,SKU-02895,Online,South,5,0.45,0,2024-10-08,CUST-009863
SALE-0021634,SKU-02696,Retail,West,6,0.5,0,2024-11-09,CUST-003038
SALE-0021635,SKU-04097,Online,South,2,0.06,0,2024-12-22,CUST-002161
SALE-0021636,SKU-04042,Online,South,1,0.34,1,2025-07-03,CUST-007174
SALE-0021637,SKU-05411,Online,North,4,0.02,0,2025-04-21,CUST-006380
SALE-0021638,SKU-01270,Retail,East,5,0.05,0,2024-12-12,CUST-000464
SALE-0021639,SKU-01264,Online,South,1,0.29,0,2024-08-13,CUST-007543
SALE-0021640,SKU-06625,Online,North,6,0.41,1,2025-05-24,CUST-005557
SALE-0021641,SKU-06798,Online,East,9,0.24,0,2024-07-09,CUST-009450
SALE-0021642,SKU-05637,Wholesale,North,1,0.3,0,2025-01-16,CUST-008691
SALE-0021643,SKU-00848,Retail,South,1,0.09,0,2025-02-27,CUST-008762
SALE-0021644,SKU-04885,Online,North,5,0.36,0,2024-12-19,CUST-007785
SALE-0021645,SKU-02362,Online,West,9,0.23,0,2024-08-05,CUST-008925
SALE-0021646,SKU-02187,Online,North,8,0.06,0,2025-06-16,CUST-006888
SALE-0021647,SKU-00498,Retail,West,7,0.27,0,2025-01-06,CUST-005774
SALE-0021648,SKU-02169,Wholesale,North,1,0.19,0,2025-03-09,CUST-003887
SALE-0021649,SKU-06609,Retail,East,7,0.46,0,2024-09-15,CUST-003408
SALE-0021650,SKU-07134,Retail,East,7,0.33,0,2024-08-09,CUST-009367
SALE-0021651,SKU-07054,Retail,North,3,0.08,0,2025-05-28,CUST-005059
SALE-0021652,SKU-02412,Online,West,3,0.19,0,2024-09-19,CUST-003327
SALE-0021653,SKU-09714,Online,West,2,0.1,0,2024-12-07,CUST-001889
SALE-0021654,SKU-00664,Retail,South,4,0.47,0,2025-03-19,CUST-009874
SALE-0021655,SKU-00967,Retail,South,6,0.2,0,2024-12-22,CUST-001503
SALE-0021656,SKU-08742,Wholesale,North,3,0.35,0,2024-09-24,CUST-006263
SALE-0021657,SKU-09266,Online,East,9,0.12,0,2024-07-23,CUST-005388
SALE-0021658,SKU-04843,Online,East,6,0.12,0,2024-08-12,CUST-005059
SALE-0021659,SKU-00893,Retail,South,8,0.38,0,2024-11-26,CUST-003087
SALE-0021660,SKU-09441,Online,West,2,0.11,0,2024-10-11,CUST-000506
SALE-0021661,SKU-02434,Online,South,3,0.08,0,2025-02-16,CUST-008397
SALE-0021662,SKU-01191,Wholesale,South,5,0.36,0,2025-03-12,CUST-009474
SALE-0021663,SKU-01738,Online,North,4,0.36,0,2025-02-27,CUST-005487
SALE-0021664,SKU-08846,Online,South,1,0.28,0,2025-01-01,CUST-002977
SALE-0021665,SKU-06028,Wholesale,North,1,0.36,0,2025-03-12,CUST-003821
SALE-0021666,SKU-00337,Online,East,3,0.44,0,2024-11-06,CUST-002043
SALE-0021667,SKU-00435,Online,South,9,0.22,0,2024-08-04,CUST-002372
SALE-0021668,SKU-01272,Online,South,1,0.2,0,2024-10-06,CUST-000749
SALE-0021669,SKU-04583,Retail,East,6,0.19,1,2025-03-22,CUST-002598
SALE-0021670,SKU-09693,Online,South,9,0.14,0,2025-01-13,CUST-001984
SALE-0021671,SKU-06844,Retail,East,1,0.25,0,2025-06-15,CUST-009603
SALE-0021672,SKU-05190,Online,South,1,0.08,0,2024-12-02,CUST-001135
SALE-0021673,SKU-01768,Online,East,2,0.17,0,2024-07-15,CUST-005767
SALE-0021674,SKU-00805,Retail,South,4,0.33,0,2025-05-22,CUST-000386
SALE-0021675,SKU-07866,Online,East,8,0.35,0,2024-08-13,CUST-005720
SALE-0021676,SKU-04779,Online,North,7,0.38,0,2025-02-26,CUST-007968
SALE-0021677,SKU-03181,Online,East,4,0.14,0,2025-03-17,CUST-006196
SALE-0021678,SKU-02312,Online,West,4,0.01,0,2024-07-28,CUST-004462
SALE-0021679,SKU-08721,Retail,East,7,0.49,0,2024-10-19,CUST-004634
SALE-0021680,SKU-02386,Wholesale,South,1,0.47,0,2025-05-17,CUST-009225
SALE-0021681,SKU-09781,Online,West,1,0.29,0,2025-03-09,CUST-007473
SALE-0021682,SKU-07143,Retail,North,9,0.01,1,2024-10-21,CUST-004655
SALE-0021683,SKU-01645,Online,North,7,0.36,0,2025-01-06,CUST-007864
SALE-0021684,SKU-01593,Wholesale,South,3,0.43,0,2024-09-19,CUST-000113
SALE-0021685,SKU-00078,Retail,West,6,0.22,0,2025-05-26,CUST-000819
SALE-0021686,SKU-05659,Retail,South,4,0.14,0,2024-12-17,CUST-000020
SALE-0021687,SKU-05551,Online,West,3,0.43,1,2024-09-05,CUST-002299
SALE-0021688,SKU-02694,Online,East,7,0.45,0,2024-10-30,CUST-006896
SALE-0021689,SKU-06953,Online,South,8,0.08,0,2025-02-09,CUST-009196
SALE-0021690,SKU-01339,Online,West,6,0.21,0,2024-10-03,CUST-007607
SALE-0021691,SKU-03295,Online,North,7,0.31,0,2024-12-15,CUST-006483
