customer_id,churn_flag,ltv,acquisition_source,signup_date,region,segment,cluster,segment_tag
CUST-006174,0,9085.17,Referral,2024-09-24,South,Low-Value,0,"High LTV, low churn"
CUST-006175,0,3318.71,Facebook,2025-06-18,East,Medium-Value,1,"Low LTV, no churn"
CUST-006176,0,3987.04,Google Ads,2024-04-11,East,Medium-Value,1,"Low LTV, no churn"
CUST-006177,0,9287.56,Facebook,2024-07-30,South,Medium-Value,2,"High LTV, low churn"
CUST-006178,0,5213.19,Referral,2022-07-09,South,High-Value,2,"Low LTV, no churn"
CUST-006179,0,4466.98,Google Ads,2023-07-08,East,High-Value,3,"Low LTV, no churn"
CUST-006180,0,1047.84,Google Ads,2025-04-19,East,Medium-Value,1,"Low LTV, no churn"
CUST-006181,1,1887.29,Facebook,2022-09-14,North,Medium-Value,1,"Low LTV, high churn risk"
CUST-006182,0,3229.6,Facebook,2024-04-15,West,High-Value,3,"Low LTV, no churn"
CUST-006183,0,1450.46,Referral,2023-08-01,West,Low-Value,3,"Low LTV, no churn"
CUST-006184,0,4937.3,Referral,2023-07-15,East,Medium-Value,1,"Low LTV, no churn"
CUST-006185,0,1125.81,Google Ads,2024-07-16,West,Low-Value,3,"Low LTV, no churn"
CUST-006186,0,1092.63,Facebook,2024-01-13,East,Medium-Value,1,"Low LTV, no churn"
CUST-006187,0,363.63,Facebook,2023-07-31,West,Low-Value,3,"Low LTV, no churn"
CUST-006188,0,2739.11,Organic,2022-10-02,East,High-Value,3,"Low LTV, no churn"
CUST-006189,0,112.01,Referral,2024-04-02,East,Medium-Value,1,"Low LTV, no churn"
CUST-006190,0,8246.11,Google Ads,2024-02-02,West,High-Value,2,"High LTV, low churn"
CUST-006191,0,4595.0,Referral,2023-02-22,North,High-Value,3,"Low LTV, no churn"
CUST-006192,0,6950.61,Google Ads,2024-10-06,East,Low-Value,0,"Low LTV, no churn"
CUST-006193,0,1494.53,Facebook,2023-02-18,North,Low-Value,3,"Low LTV, no churn"
CUST-006194,0,6371.17,Facebook,2025-02-09,East,Low-Value,0,"Low LTV, no churn"
CUST-006195,1,4171.51,Facebook,2024-06-29,West,Low-Value,3,"Low LTV, high churn risk"
CUST-006196,0,1398.58,Facebook,2023-03-09,North,High-Value,3,"Low LTV, no churn"
CUST-006197,0,7569.97,Google Ads,2022-12-28,East,Medium-Value,2,"High LTV, low churn"
CUST-006198,0,4468.28,Referral,2023-09-11,West,Medium-Value,1,"Low LTV, no churn"
CUST-006199,1,4719.08,Organic,2022-10-06,West,High-Value,3,"Low LTV, high churn risk"
CUST-006200,0,3415.71,Organic,2022-08-06,East,High-Value,3,"Low LTV, no churn"
CUST-006201,0,9538.55,Google Ads,2022-08-22,East,Low-Value,0,"High LTV, low churn"
CUST-006202,0,8222.63,Google Ads,2023-07-12,North,High-Value,2,"High LTV, low churn"
CUST-006203,0,3638.15,Facebook,2024-10-15,West,Medium-Value,1,"Low LTV, no churn"
CUST-006204,0,8488.62,Referral,2024-01-04,East,High-Value,2,"High LTV, low churn"
CUST-006205,0,3117.41,Facebook,2025-03-11,East,Low-Value,3,"Low LTV, no churn"
CUST-006206,0,3492.84,Facebook,2024-08-18,East,Medium-Value,1,"Low LTV, no churn"
CUST-006207,1,3155.57,Facebook,2025-04-19,West,Low-Value,3,"Low LTV, high churn risk"
CUST-006208,0,8504.42,Organic,2024-11-10,North,Medium-Value,2,"High LTV, low churn"
CUST-006209,0,6603.63,Referral,2023-05-08,South,Medium-Value,2,"Low LTV, no churn"
CUST-006210,0,1225.96,Organic,2025-03-19,North,High-Value,3,"Low LTV, no churn"
CUST-006211,0,7843.13,Referral,2024-12-04,West,High-Value,2,"High LTV, low churn"
CUST-006212,1,3662.29,Google Ads,2025-01-06,North,Low-Value,3,"Low LTV, high churn risk"
CUST-006213,0,1800.6,Google Ads,2022-10-22,East,Low-Value,3,"Low LTV, no churn"
CUST-006214,0,4136.43,Google Ads,2023-04-14,South,Low-Value,3,"Low LTV, no churn"
CUST-006215,0,3175.25,Facebook,2024-02-27,West,Medium-Value,1,"Low LTV, no churn"
CUST-006216,0,1954.51,Referral,2023-12-29,South,Medium-Value,1,"Low LTV, no churn"
CUST-006217,0,9130.57,Google Ads,2023-03-09,South,High-Value,2,"High LTV, low churn"
CUST-006218,0,3868.71,Referral,2023-06-03,North,Low-Value,3,"Low LTV, no churn"
CUST-006219,0,9139.21,Google Ads,2024-12-03,South,Medium-Value,2,"High LTV, low churn"
CUST-006220,0,2018.11,Google Ads,2025-04-08,South,Medium-Value,1,"Low LTV, no churn"
CUST-006221,0,6971.48,Facebook,2022-10-26,East,Low-Value,0,"Low LTV, no churn"
CUST-006222,0,6669.7,Google Ads,2022-10-12,South,High-Value,2,"Low LTV, no churn"
CUST-006223,0,3862.17,Organic,2023-09-27,South,Medium-Value,1,"Low LTV, no churn"
CUST-006224,0,4672.71,Referral,2023-01-11,West,Low-Value,0,"Low LTV, no churn"
CUST-006225,0,5006.53,Organic,2023-12-08,West,High-Value,2,"Low LTV, no churn"
CUST-006226,0,4270.2,Google Ads,2024-06-04,South,High-Value,3,"Low LTV, no churn"
CUST-006227,0,9138.08,Google Ads,2024-07-16,South,High-Value,2,"High LTV, low churn"
CUST-006228,0,7178.98,Google Ads,2024-03-19,West,Low-Value,0,"High LTV, low churn"
CUST-006229,0,6792.73,Referral,2024-04-14,South,Low-Value,0,"Low LTV, no churn"
CUST-006230,1,7684.28,Google Ads,2025-01-10,South,Medium-Value,2,"High LTV, high churn risk"
CUST-006231,0,4931.45,Referral,2023-01-05,South,High-Value,3,"Low LTV, no churn"
CUST-006232,0,9146.36,Google Ads,2023-02-04,West,Low-Value,0,"High LTV, low churn"
CUST-006233,0,8903.63,Facebook,2022-12-07,East,Medium-Value,2,"High LTV, low churn"
CUST-006234,0,9089.51,Facebook,2023-07-14,East,High-Value,2,"High LTV, low churn"
CUST-006235,0,9570.05,Referral,2023-04-11,West,Low-Value,0,"High LTV, low churn"
CUST-006236,0,3699.73,Facebook,2024-09-01,West,Medium-Value,1,"Low LTV, no churn"
CUST-006237,0,7734.12,Facebook,2024-02-21,West,High-Value,2,"High LTV, low churn"
CUST-006238,1,2593.89,Google Ads,2023-12-14,North,Medium-Value,1,"Low LTV, high churn risk"
CUST-006239,0,8206.32,Facebook,2025-06-11,East,Medium-Value,2,"High LTV, low churn"
CUST-006240,1,7227.03,Facebook,2025-01-04,West,High-Value,2,"High LTV, high churn risk"
CUST-006241,0,9373.37,Google Ads,2023-08-28,South,Low-Value,0,"High LTV, low churn"
CUST-006242,0,8142.03,Facebook,2025-03-15,North,Medium-Value,2,"High LTV, low churn"
CUST-006243,0,2163.49,Facebook,2024-02-10,West,High-Value,3,"Low LTV, no churn"
CUST-006244,0,3119.19,Facebook,2025-04-08,East,Low-Value,3,"Low LTV, no churn"
CUST-006245,0,3076.42,Google Ads,2025-06-20,West,Low-Value,3,"Low LTV, no churn"
CUST-006246,0,5431.77,Referral,2023-10-02,East,Medium-Value,2,"Low LTV, no churn"
CUST-006247,0,5888.41,Organic,2025-02-20,South,Medium-Value,2,"Low LTV, no churn"
CUST-006248,0,343.93,Organic,2023-08-25,South,Low-Value,3,"Low LTV, no churn"
CUST-006249,0,1391.4,Referral,2023-12-14,North,High-Value,3,"Low LTV, no churn"
CUST-006250,0,9353.19,Google Ads,2023-07-17,West,High-Value,2,"High LTV, low churn"
CUST-006251,0,1586.38,Facebook,2022-07-10,West,Low-Value,3,"Low LTV, no churn"
CUST-006252,1,6894.68,Google Ads,2023-05-26,South,Low-Value,0,"Low LTV, high churn risk"
CUST-006253,0,4571.51,Referral,2025-03-19,East,Medium-Value,1,"Low LTV, no churn"
CUST-006254,1,6261.55,Organic,2024-01-06,South,Low-Value,0,"Low LTV, high churn risk"
CUST-006255,0,6343.0,Facebook,2025-04-11,East,Medium-Value,2,"Low LTV, no churn"
CUST-006256,0,5553.31,Google Ads,2023-01-26,East,Low-Value,0,"Low LTV, no churn"
CUST-006257,0,6907.63,Google Ads,2023-07-11,North,High-Value,2,"Low LTV, no churn"
CUST-006258,1,7945.64,Referral,2024-05-14,West,Medium-Value,2,"High LTV, high churn risk"
CUST-006259,0,1736.36,Google Ads,2023-02-01,East,High-Value,3,"Low LTV, no churn"
CUST-006260,0,8644.87,Google Ads,2024-05-03,West,High-Value,2,"High LTV, low churn"
CUST-006261,0,8150.86,Referral,2024-04-24,North,Low-Value,0,"High LTV, low churn"
CUST-006262,0,6029.36,Facebook,2023-07-16,South,Low-Value,0,"Low LTV, no churn"
CUST-006263,0,5717.47,Google Ads,2023-11-16,North,Low-Value,0,"Low LTV, no churn"
CUST-006264,0,9978.03,Facebook,2024-11-02,South,Low-Value,0,"High LTV, low churn"
CUST-006265,0,7799.9,Google Ads,2024-03-19,East,High-Value,2,"High LTV, low churn"
CUST-006266,0,2032.99,Referral,2024-12-03,West,High-Value,3,"Low LTV, no churn"
CUST-006267,0,5725.41,Google Ads,2023-12-04,North,Medium-Value,2,"Low LTV, no churn"
CUST-006268,1,5659.12,Google Ads,2022-08-05,East,High-Value,2,"Low LTV, high churn risk"
CUST-006269,0,401.59,Organic,2025-01-27,East,Low-Value,3,"Low LTV, no churn"
CUST-006270,0,1042.77,Google Ads,2023-01-20,North,Medium-Value,1,"Low LTV, no churn"
CUST-006271,0,658.37,Google Ads,2024-11-14,North,Medium-Value,1,"Low LTV, no churn"
CUST-006272,0,4610.35,Facebook,2024-10-22,North,Medium-Value,1,"Low LTV, no churn"
CUST-006273,0,9964.59,Facebook,2024-12-20,East,Low-Value,0,"High LTV, low churn"
CUST-006274,0,5681.62,Google Ads,2022-08-04,North,Low-Value,0,"Low LTV, no churn"
CUST-006275,1,5387.52,Facebook,2025-02-27,East,Low-Value,0,"Low LTV, high churn risk"
CUST-006276,0,6996.24,Google Ads,2023-07-20,East,Low-Value,0,"Low LTV, no churn"
CUST-006277,1,5308.01,Google Ads,2023-10-26,East,High-Value,2,"Low LTV, high churn risk"
CUST-006278,1,6319.51,Facebook,2025-02-18,South,Low-Value,0,"Low LTV, high churn risk"
CUST-006279,0,3992.3,Organic,2024-12-01,West,High-Value,3,"Low LTV, no churn"
CUST-006280,0,9029.25,Referral,2024-06-03,West,Low-Value,0,"High LTV, low churn"
CUST-006281,0,3602.74,Google Ads,2022-11-14,North,Medium-Value,1,"Low LTV, no churn"
CUST-006282,0,1555.31,Facebook,2023-11-16,West,High-Value,3,"Low LTV, no churn"
CUST-006283,0,2401.04,Referral,2023-04-15,West,Low-Value,3,"Low LTV, no churn"
CUST-006284,1,3749.84,Organic,2024-10-18,South,Medium-Value,1,"Low LTV, high churn risk"
CUST-006285,0,8587.22,Google Ads,2023-11-11,South,High-Value,2,"High LTV, low churn"
CUST-006286,1,352.92,Facebook,2024-08-19,South,Medium-Value,1,"Low LTV, high churn risk"
CUST-006287,1,2358.49,Referral,2025-02-26,West,Low-Value,3,"Low LTV, high churn risk"
CUST-006288,0,3291.7,Google Ads,2023-04-19,North,Low-Value,3,"Low LTV, no churn"
CUST-006289,0,2791.5,Facebook,2025-07-04,East,High-Value,3,"Low LTV, no churn"
CUST-006290,0,1261.57,Facebook,2024-06-12,East,Medium-Value,1,"Low LTV, no churn"
CUST-006291,0,7475.27,Facebook,2022-11-07,West,High-Value,2,"High LTV, low churn"
CUST-006292,1,542.5,Facebook,2025-04-08,South,Low-Value,3,"Low LTV, high churn risk"
CUST-006293,0,2688.48,Google Ads,2023-12-28,West,Medium-Value,1,"Low LTV, no churn"
CUST-006294,1,4504.98,Referral,2024-06-30,West,Low-Value,3,"Low LTV, high churn risk"
CUST-006295,0,1710.77,Facebook,2025-03-21,North,High-Value,3,"Low LTV, no churn"
CUST-006296,0,8347.7,Organic,2024-01-13,West,Low-Value,0,"High LTV, low churn"
CUST-006297,1,6977.37,Google Ads,2024-12-19,North,High-Value,2,"Low LTV, high churn risk"
CUST-006298,0,4387.53,Organic,2024-07-19,South,Medium-Value,1,"Low LTV, no churn"
CUST-006299,0,5651.83,Referral,2024-03-31,North,Low-Value,0,"Low LTV, no churn"
CUST-006300,0,3256.48,Referral,2024-04-06,South,High-Value,3,"Low LTV, no churn"
CUST-006301,0,5398.25,Google Ads,2024-09-04,West,Low-Value,0,"Low LTV, no churn"
CUST-006302,1,6508.61,Referral,2023-01-29,North,Low-Value,0,"Low LTV, high churn risk"
CUST-006303,1,5277.05,Organic,2022-12-03,East,High-Value,2,"Low LTV, high churn risk"
CUST-006304,0,9450.9,Google Ads,2023-07-03,East,Medium-Value,2,"High LTV, low churn"
CUST-006305,0,4413.12,Facebook,2025-06-04,West,High-Value,3,"Low LTV, no churn"
CUST-006306,0,3936.38,Facebook,2024-03-09,East,Low-Value,3,"Low LTV, no churn"
CUST-006307,0,2728.07,Facebook,2024-01-09,North,Medium-Value,1,"Low LTV, no churn"
CUST-006308,0,9762.93,Facebook,2023-06-16,East,Low-Value,0,"High LTV, low churn"
CUST-006309,0,3076.49,Organic,2023-03-13,West,High-Value,3,"Low LTV, no churn"
CUST-006310,0,6965.46,Facebook,2022-08-07,West,High-Value,2,"Low LTV, no churn"
CUST-006311,0,3157.3,Google Ads,2024-02-20,West,Low-Value,3,"Low LTV, no churn"
CUST-006312,0,7090.11,Facebook,2023-05-23,South,Medium-Value,2,"High LTV, low churn"
CUST-006313,0,4737.47,Facebook,2022-08-14,South,Low-Value,0,"Low LTV, no churn"
CUST-006314,0,9885.37,Organic,2022-11-14,West,High-Value,2,"High LTV, low churn"
CUST-006315,0,4774.71,Google Ads,2024-06-11,South,Medium-Value,1,"Low LTV, no churn"
CUST-006316,0,9722.13,Facebook,2024-07-27,South,Medium-Value,2,"High LTV, low churn"
CUST-006317,0,4905.08,Facebook,2024-08-31,South,Medium-Value,1,"Low LTV, no churn"
CUST-006318,0,9745.15,Referral,2024-02-15,East,Medium-Value,2,"High LTV, low churn"
CUST-006319,0,3390.92,Referral,2025-02-25,North,Low-Value,3,"Low LTV, no churn"
CUST-006320,0,4151.51,Facebook,2023-08-19,West,Low-Value,3,"Low LTV, no churn"
CUST-006321,1,6184.0,Organic,2024-06-02,South,Medium-Value,2,"Low LTV, high churn risk"
CUST-006322,0,6038.56,Referral,2024-12-07,South,Low-Value,0,"Low LTV, no churn"
CUST-006323,0,9447.08,Referral,2023-01-30,South,Low-Value,0,"High LTV, low churn"
CUST-006324,0,4475.62,Google Ads,2023-10-02,North,High-Value,3,"Low LTV, no churn"
CUST-006325,0,6572.07,Referral,2024-03-01,South,Low-Value,0,"Low LTV, no churn"
CUST-006326,0,8120.35,Facebook,2024-05-26,West,Low-Value,0,"High LTV, low churn"
CUST-006327,0,1950.39,Facebook,2022-08-17,East,Low-Value,3,"Low LTV, no churn"
CUST-006328,0,8799.17,Facebook,2023-08-14,West,High-Value,2,"High LTV, low churn"
CUST-006329,0,5334.1,Facebook,2023-01-07,South,Low-Value,0,"Low LTV, no churn"
CUST-006330,0,6417.89,Google Ads,2025-01-29,East,Medium-Value,2,"Low LTV, no churn"
CUST-006331,0,1960.17,Google Ads,2025-02-11,North,High-Value,3,"Low LTV, no churn"
CUST-006332,0,589.71,Facebook,2024-12-24,West,Medium-Value,1,"Low LTV, no churn"
CUST-006333,0,2069.65,Google Ads,2023-05-04,South,Low-Value,3,"Low LTV, no churn"
CUST-006334,1,5293.85,Facebook,2023-08-11,East,High-Value,2,"Low LTV, high churn risk"
CUST-006335,0,6945.14,Google Ads,2023-08-10,South,Medium-Value,2,"Low LTV, no churn"
CUST-006336,0,2852.62,Referral,2022-08-02,West,Medium-Value,1,"Low LTV, no churn"
CUST-006337,0,9496.28,Organic,2022-10-06,West,Medium-Value,2,"High LTV, low churn"
CUST-006338,0,9301.09,Organic,2023-04-02,South,Medium-Value,2,"High LTV, low churn"
CUST-006339,0,1307.89,Referral,2022-09-05,North,High-Value,3,"Low LTV, no churn"
CUST-006340,0,5817.35,Google Ads,2024-05-12,North,Low-Value,0,"Low LTV, no churn"
CUST-006341,0,3348.06,Google Ads,2023-10-08,East,High-Value,3,"Low LTV, no churn"
CUST-006342,0,6601.81,Organic,2024-12-31,South,Medium-Value,2,"Low LTV, no churn"
CUST-006343,1,1459.24,Google Ads,2023-10-16,West,High-Value,3,"Low LTV, high churn risk"
CUST-006344,0,2234.19,Google Ads,2022-11-03,West,High-Value,3,"Low LTV, no churn"
CUST-006345,0,6965.17,Facebook,2023-05-22,North,Medium-Value,2,"Low LTV, no churn"
CUST-006346,0,4662.34,Organic,2024-05-04,West,Low-Value,0,"Low LTV, no churn"
CUST-006347,0,5719.87,Google Ads,2025-06-09,West,Medium-Value,2,"Low LTV, no churn"
CUST-006348,0,1662.93,Referral,2024-09-10,North,High-Value,3,"Low LTV, no churn"
CUST-006349,0,893.72,Google Ads,2025-01-20,North,High-Value,3,"Low LTV, no churn"
CUST-006350,1,2560.52,Facebook,2025-02-04,West,Medium-Value,1,"Low LTV, high churn risk"
CUST-006351,0,4597.21,Facebook,2023-07-08,North,Medium-Value,1,"Low LTV, no churn"
CUST-006352,0,2146.85,Google Ads,2024-07-19,East,High-Value,3,"Low LTV, no churn"
CUST-006353,0,2565.85,Google Ads,2023-02-09,West,Medium-Value,1,"Low LTV, no churn"
CUST-006354,0,4440.39,Facebook,2024-11-02,West,Medium-Value,1,"Low LTV, no churn"
CUST-006355,0,1641.76,Organic,2023-08-20,West,Low-Value,3,"Low LTV, no churn"
CUST-006356,0,1354.89,Google Ads,2022-12-16,West,Low-Value,3,"Low LTV, no churn"
CUST-006357,0,7902.46,Facebook,2023-09-18,North,Low-Value,0,"High LTV, low churn"
CUST-006358,1,527.46,Organic,2024-07-22,West,Medium-Value,1,"Low LTV, high churn risk"
CUST-006359,0,8687.81,Facebook,2024-09-18,South,Medium-Value,2,"High LTV, low churn"
CUST-006360,0,4516.69,Referral,2022-12-14,North,Low-Value,3,"Low LTV, no churn"
CUST-006361,0,9694.39,Google Ads,2022-09-11,South,Medium-Value,2,"High LTV, low churn"
CUST-006362,0,7510.62,Referral,2022-10-13,West,Low-Value,0,"High LTV, low churn"
CUST-006363,0,9900.9,Facebook,2023-09-25,North,Low-Value,0,"High LTV, low churn"
CUST-006364,1,3295.73,Referral,2024-08-05,North,Low-Value,3,"Low LTV, high churn risk"
CUST-006365,1,6481.48,Google Ads,2025-05-17,North,High-Value,2,"Low LTV, high churn risk"
CUST-006366,0,2207.21,Google Ads,2024-02-09,East,Low-Value,3,"Low LTV, no churn"
CUST-006367,0,7043.47,Google Ads,2023-03-26,South,High-Value,2,"High LTV, low churn"
CUST-006368,1,564.18,Facebook,2023-05-13,West,Medium-Value,1,"Low LTV, high churn risk"
CUST-006369,0,2907.04,Referral,2022-08-16,West,Medium-Value,1,"Low LTV, no churn"
CUST-006370,0,6884.32,Google Ads,2024-10-11,South,Medium-Value,2,"Low LTV, no churn"
CUST-006371,0,8952.1,Organic,2023-01-31,East,Medium-Value,2,"High LTV, low churn"
CUST-006372,1,1389.64,Facebook,2024-05-27,South,Medium-Value,1,"Low LTV, high churn risk"
CUST-006373,0,4266.97,Google Ads,2024-04-11,West,Low-Value,3,"Low LTV, no churn"
CUST-006374,0,1089.23,Facebook,2023-10-19,North,Medium-Value,1,"Low LTV, no churn"
CUST-006375,0,7098.03,Google Ads,2022-12-08,East,High-Value,2,"High LTV, low churn"
CUST-006376,0,3934.26,Referral,2022-09-04,West,High-Value,3,"Low LTV, no churn"
CUST-006377,0,6679.15,Facebook,2022-10-13,East,Medium-Value,2,"Low LTV, no churn"
CUST-006378,0,8009.34,Google Ads,2022-09-20,South,Medium-Value,2,"High LTV, low churn"
CUST-006379,0,4088.86,Referral,2024-04-23,South,Medium-Value,1,"Low LTV, no churn"
CUST-006380,0,2219.41,Facebook,2022-11-08,West,Low-Value,3,"Low LTV, no churn"
CUST-006381,0,3066.16,Organic,2023-09-20,North,Low-Value,3,"Low LTV, no churn"
CUST-006382,0,5532.98,Google Ads,2024-02-03,East,Low-Value,0,"Low LTV, no churn"
CUST-006383,0,4293.94,Facebook,2022-12-09,East,Medium-Value,1,"Low LTV, no churn"
CUST-006384,0,5734.26,Google Ads,2023-03-25,North,High-Value,2,"Low LTV, no churn"
CUST-006385,0,4538.83,Google Ads,2023-12-10,North,Medium-Value,1,"Low LTV, no churn"
CUST-006386,0,1050.6,Referral,2023-09-27,North,Medium-Value,1,"Low LTV, no churn"
CUST-006387,0,7967.14,Facebook,2025-05-04,North,Low-Value,0,"High LTV, low churn"
CUST-006388,0,2863.74,Google Ads,2022-12-02,East,Medium-Value,1,"Low LTV, no churn"
CUST-006389,0,6391.38,Referral,2025-01-13,East,Medium-Value,2,"Low LTV, no churn"
CUST-006390,0,670.8,Google Ads,2022-08-17,North,Medium-Value,1,"Low LTV, no churn"
CUST-006391,0,880.99,Organic,2023-10-06,North,Low-Value,3,"Low LTV, no churn"
CUST-006392,1,4862.47,Google Ads,2024-06-11,West,Low-Value,0,"Low LTV, high churn risk"
CUST-006393,1,3403.56,Referral,2023-07-31,North,Low-Value,3,"Low LTV, high churn risk"
CUST-006394,0,191.95,Organic,2023-04-26,West,Medium-Value,1,"Low LTV, no churn"
CUST-006395,1,8406.63,Facebook,2024-04-15,South,Medium-Value,2,"High LTV, high churn risk"
CUST-006396,1,4159.91,Google Ads,2024-06-24,East,Medium-Value,1,"Low LTV, high churn risk"
CUST-006397,1,6826.63,Google Ads,2025-04-04,South,Low-Value,0,"Low LTV, high churn risk"
CUST-006398,0,7599.56,Google Ads,2024-07-15,West,Medium-Value,2,"High LTV, low churn"
CUST-006399,0,6590.41,Google Ads,2025-04-11,South,Medium-Value,2,"Low LTV, no churn"
CUST-006400,0,4980.41,Organic,2022-12-08,North,High-Value,2,"Low LTV, no churn"
CUST-006401,0,4176.83,Google Ads,2024-12-17,South,High-Value,3,"Low LTV, no churn"
CUST-006402,0,6584.97,Facebook,2023-06-02,North,Low-Value,0,"Low LTV, no churn"
CUST-006403,0,9503.44,Google Ads,2022-07-24,West,High-Value,2,"High LTV, low churn"
CUST-006404,0,9101.04,Google Ads,2023-05-10,East,Low-Value,0,"High LTV, low churn"
CUST-006405,1,1982.33,Referral,2022-10-29,East,Medium-Value,1,"Low LTV, high churn risk"
CUST-006406,0,3582.36,Google Ads,2023-06-02,South,High-Value,3,"Low LTV, no churn"
CUST-006407,0,3265.11,Facebook,2023-01-29,South,High-Value,3,"Low LTV, no churn"
CUST-006408,0,7390.57,Google Ads,2025-01-22,West,High-Value,2,"High LTV, low churn"
CUST-006409,0,2757.24,Google Ads,2023-01-02,West,High-Value,3,"Low LTV, no churn"
CUST-006410,1,5762.71,Google Ads,2024-07-03,West,High-Value,2,"Low LTV, high churn risk"
CUST-006411,0,8223.64,Organic,2022-10-17,West,Medium-Value,2,"High LTV, low churn"
CUST-006412,0,3609.73,Facebook,2025-04-25,East,Low-Value,3,"Low LTV, no churn"
CUST-006413,0,4089.99,Google Ads,2023-07-09,North,Medium-Value,1,"Low LTV, no churn"
CUST-006414,0,1022.58,Google Ads,2024-04-04,East,Low-Value,3,"Low LTV, no churn"
CUST-006415,0,1894.05,Google Ads,2024-02-27,South,Medium-Value,1,"Low LTV, no churn"
CUST-006416,0,5024.68,Referral,2022-11-16,North,High-Value,2,"Low LTV, no churn"
CUST-006417,0,2611.56,Referral,2023-11-10,West,Low-Value,3,"Low LTV, no churn"
CUST-006418,0,5628.59,Google Ads,2023-04-11,West,Low-Value,0,"Low LTV, no churn"
CUST-006419,0,9279.22,Google Ads,2024-07-20,North,Medium-Value,2,"High LTV, low churn"
CUST-006420,0,1178.69,Google Ads,2023-05-21,North,Medium-Value,1,"Low LTV, no churn"
CUST-006421,0,4681.23,Facebook,2022-12-04,South,Medium-Value,1,"Low LTV, no churn"
CUST-006422,0,8245.41,Google Ads,2024-10-28,North,High-Value,2,"High LTV, low churn"
CUST-006423,0,1838.37,Google Ads,2023-01-01,West,Medium-Value,1,"Low LTV, no churn"
CUST-006424,0,782.08,Facebook,2024-04-30,North,Low-Value,3,"Low LTV, no churn"
CUST-006425,0,8303.9,Referral,2024-01-11,West,High-Value,2,"High LTV, low churn"
CUST-006426,0,7613.36,Google Ads,2024-08-31,East,Low-Value,0,"High LTV, low churn"
CUST-006427,0,5990.66,Referral,2023-03-13,East,High-Value,2,"Low LTV, no churn"
CUST-006428,0,9884.81,Facebook,2024-11-01,South,High-Value,2,"High LTV, low churn"
CUST-006429,0,2592.63,Referral,2025-06-24,South,Low-Value,3,"Low LTV, no churn"
CUST-006430,0,1712.42,Facebook,2024-10-18,North,High-Value,3,"Low LTV, no churn"
CUST-006431,0,7772.07,Facebook,2025-01-15,East,Low-Value,0,"High LTV, low churn"
CUST-006432,1,2417.12,Google Ads,2024-04-08,South,Low-Value,3,"Low LTV, high churn risk"
CUST-006433,0,3428.87,Referral,2022-11-25,South,Medium-Value,1,"Low LTV, no churn"
CUST-006434,0,4379.26,Google Ads,2023-12-15,South,Medium-Value,1,"Low LTV, no churn"
CUST-006435,0,5354.61,Facebook,2024-04-28,East,Low-Value,0,"Low LTV, no churn"
CUST-006436,0,1404.62,Google Ads,2024-06-16,South,Medium-Value,1,"Low LTV, no churn"
CUST-006437,0,5859.62,Facebook,2023-02-26,North,High-Value,2,"Low LTV, no churn"
CUST-006438,0,6377.03,Organic,2023-04-22,North,Medium-Value,2,"Low LTV, no churn"
CUST-006439,1,4837.41,Referral,2024-10-29,West,High-Value,3,"Low LTV, high churn risk"
CUST-006440,0,1975.13,Google Ads,2022-10-20,East,High-Value,3,"Low LTV, no churn"
CUST-006441,0,2487.1,Referral,2024-07-23,West,High-Value,3,"Low LTV, no churn"
CUST-006442,0,3073.56,Facebook,2023-01-07,West,Low-Value,3,"Low LTV, no churn"
CUST-006443,0,9823.2,Google Ads,2023-06-24,South,High-Value,2,"High LTV, low churn"
CUST-006444,0,1013.46,Google Ads,2024-11-11,North,High-Value,3,"Low LTV, no churn"
CUST-006445,0,6208.23,Google Ads,2023-08-02,West,High-Value,2,"Low LTV, no churn"
CUST-006446,0,4343.78,Facebook,2023-04-04,North,High-Value,3,"Low LTV, no churn"
CUST-006447,0,2021.19,Referral,2023-11-16,East,Medium-Value,1,"Low LTV, no churn"
CUST-006448,0,7629.16,Referral,2023-05-28,West,High-Value,2,"High LTV, low churn"
CUST-006449,0,2817.24,Google Ads,2024-02-18,South,Medium-Value,1,"Low LTV, no churn"
CUST-006450,0,8462.76,Google Ads,2023-09-06,North,High-Value,2,"High LTV, low churn"
CUST-006451,0,4458.28,Facebook,2024-05-07,North,High-Value,3,"Low LTV, no churn"
CUST-006452,0,2904.22,Google Ads,2024-04-28,North,High-Value,3,"Low LTV, no churn"
CUST-006453,0,3462.05,Facebook,2022-07-12,North,Low-Value,3,"Low LTV, no churn"
CUST-006454,0,1843.09,Facebook,2024-06-26,West,High-Value,3,"Low LTV, no churn"
CUST-006455,0,2161.6,Google Ads,2023-08-19,East,Medium-Value,1,"Low LTV, no churn"
CUST-006456,0,2543.6,Google Ads,2024-09-21,West,High-Value,3,"Low LTV, no churn"
CUST-006457,0,9984.94,Google Ads,2022-10-01,West,Low-Value,0,"High LTV, low churn"
CUST-006458,1,1777.92,Google Ads,2023-01-17,South,High-Value,3,"Low LTV, high churn risk"
CUST-006459,0,5153.88,Google Ads,2025-03-27,West,Low-Value,0,"Low LTV, no churn"
CUST-006460,1,5874.57,Google Ads,2022-12-09,East,High-Value,2,"Low LTV, high churn risk"
CUST-006461,1,8514.55,Referral,2023-05-19,West,Medium-Value,2,"High LTV, high churn risk"
CUST-006462,1,3862.36,Referral,2025-03-09,South,High-Value,3,"Low LTV, high churn risk"
CUST-006463,0,207.58,Facebook,2024-07-06,South,High-Value,3,"Low LTV, no churn"
