shipment_id,product_id,distance_km,region,shipment_mode,shipment_cost
SHIP-004048,SKU-05996,46.32,North,Bulk,41.76
SHIP-004049,SKU-09656,19.87,East,Bulk,116.33
SHIP-004050,SKU-00366,345.54,West,Express,128.93
SHIP-004051,SKU-09361,96.63,South,Standard,305.26
SHIP-004052,SKU-04671,157.21,West,Express,246.87
SHIP-004053,SKU-00703,398.12,East,Standard,262.49
SHIP-004054,SKU-07917,183.74,South,Express,346.85
SHIP-004055,SKU-08293,876.49,North,Standard,153.17
SHIP-004056,SKU-09309,768.82,East,Express,422.43
SHIP-004057,SKU-01941,154.97,South,Standard,57.84
SHIP-004058,SKU-01907,255.72,West,Standard,218.49
SHIP-004059,SKU-01790,277.54,North,Bulk,259.14
SHIP-004060,SKU-00916,370.34,North,Standard,383.41
SHIP-004061,SKU-01534,914.68,East,Bulk,274.03
SHIP-004062,SKU-05774,115.29,South,Bulk,58.56
SHIP-004063,SKU-07918,215.87,West,Standard,469.53
SHIP-004064,SKU-08382,559.88,West,Express,409.04
SHIP-004065,SKU-09651,597.95,North,Standard,341.23
SHIP-004066,SKU-05918,420.98,West,Bulk,444.89
SHIP-004067,SKU-05907,35.22,North,Standard,70.16
SHIP-004068,SKU-07181,998.74,South,Express,261.4
SHIP-004069,SKU-08249,477.64,North,Standard,287.11
SHIP-004070,SKU-03827,86.94,East,Express,345.22
SHIP-004071,SKU-05179,662.11,South,Express,337.93
SHIP-004072,SKU-01458,89.44,West,Express,262.01
SHIP-004073,SKU-01510,263.07,West,Standard,147.92
SHIP-004074,SKU-08873,779.69,West,Standard,135.38
SHIP-004075,SKU-02159,934.92,West,Bulk,338.06
SHIP-004076,SKU-01733,656.69,South,Bulk,464.3
SHIP-004077,SKU-08700,700.47,East,Standard,499.95
SHIP-004078,SKU-09140,878.34,West,Bulk,77.5
SHIP-004079,SKU-06636,666.93,East,Standard,329.85
SHIP-004080,SKU-08126,876.96,East,Standard,422.18
SHIP-004081,SKU-07959,687.74,North,Bulk,374.3
SHIP-004082,SKU-00876,706.46,South,Bulk,194.42
SHIP-004083,SKU-01529,38.23,West,Express,444.31
SHIP-004084,SKU-06127,626.95,South,Bulk,451.03
SHIP-004085,SKU-07518,361.62,West,Bulk,360.46
SHIP-004086,SKU-05530,221.41,North,Express,299.25
SHIP-004087,SKU-09878,299.62,South,Standard,364.91
SHIP-004088,SKU-02216,389.68,West,Express,220.34
SHIP-004089,SKU-01575,659.55,South,Standard,389.02
SHIP-004090,SKU-02848,81.3,South,Bulk,481.08
SHIP-004091,SKU-00867,888.12,East,Standard,491.91
SHIP-004092,SKU-03218,762.79,North,Bulk,397.91
SHIP-004093,SKU-03379,727.85,East,Express,318.45
SHIP-004094,SKU-03571,88.98,West,Standard,290.42
SHIP-004095,SKU-01980,629.76,South,Bulk,266.7
SHIP-004096,SKU-06047,747.59,North,Standard,496.13
SHIP-004097,SKU-04189,439.32,South,Standard,37.52
SHIP-004098,SKU-05389,864.52,South,Bulk,91.14
SHIP-004099,SKU-05815,888.38,West,Bulk,276.22
SHIP-004100,SKU-08862,526.45,North,Standard,359.57
SHIP-004101,SKU-05659,760.61,East,Express,216.81
SHIP-004102,SKU-01798,553.87,West,Standard,42.52
SHIP-004103,SKU-03558,881.46,South,Bulk,30.8
SHIP-004104,SKU-05957,77.59,West,Bulk,465.16
SHIP-004105,SKU-00296,283.18,East,Standard,181.23
SHIP-004106,SKU-02302,393.29,North,Standard,38.54
SHIP-004107,SKU-02292,239.49,North,Standard,112.01
SHIP-004108,SKU-00740,484.08,South,Express,384.11
SHIP-004109,SKU-08098,918.44,East,Express,438.2
SHIP-004110,SKU-05701,165.66,North,Bulk,48.26
SHIP-004111,SKU-00408,70.55,North,Bulk,72.75
SHIP-004112,SKU-06943,206.31,West,Standard,339.04
SHIP-004113,SKU-04565,601.35,South,Standard,194.4
SHIP-004114,SKU-00377,858.47,South,Express,30.1
SHIP-004115,SKU-08625,417.22,West,Standard,219.78
SHIP-004116,SKU-05894,859.07,East,Express,225.22
SHIP-004117,SKU-06073,981.88,East,Express,340.95
SHIP-004118,SKU-02863,612.72,East,Bulk,189.57
SHIP-004119,SKU-09588,724.97,North,Standard,257.74
SHIP-004120,SKU-09110,125.71,North,Standard,371.07
SHIP-004121,SKU-01141,67.61,North,Bulk,394.01
SHIP-004122,SKU-04262,743.2,West,Standard,192.5
SHIP-004123,SKU-08549,317.38,East,Standard,113.33
SHIP-004124,SKU-09832,720.59,North,Express,139.97
SHIP-004125,SKU-09408,790.09,West,Express,467.57
SHIP-004126,SKU-06318,115.26,West,Standard,253.63
SHIP-004127,SKU-09716,759.83,South,Bulk,92.47
SHIP-004128,SKU-06323,629.76,East,Bulk,86.52
SHIP-004129,SKU-08971,664.96,East,Standard,486.01
SHIP-004130,SKU-08829,423.98,West,Standard,189.21
SHIP-004131,SKU-09680,938.71,West,Bulk,478.79
SHIP-004132,SKU-03076,156.88,West,Express,414.51
SHIP-004133,SKU-07228,534.67,North,Bulk,303.75
SHIP-004134,SKU-03554,964.51,West,Bulk,314.0
SHIP-004135,SKU-08848,650.64,South,Standard,282.41
SHIP-004136,SKU-08004,341.13,North,Standard,155.14
SHIP-004137,SKU-00270,753.56,West,Express,171.38
SHIP-004138,SKU-08339,943.87,North,Bulk,99.01
SHIP-004139,SKU-08794,646.48,East,Express,59.98
SHIP-004140,SKU-06874,655.94,North,Express,214.58
SHIP-004141,SKU-07960,229.4,West,Standard,304.44
SHIP-004142,SKU-08425,616.82,North,Standard,369.12
SHIP-004143,SKU-02236,351.68,South,Bulk,433.89
SHIP-004144,SKU-00265,896.46,West,Bulk,237.72
SHIP-004145,SKU-00634,300.06,West,Bulk,459.06
SHIP-004146,SKU-02249,534.59,West,Bulk,478.82
SHIP-004147,SKU-02095,772.99,West,Bulk,497.44
SHIP-004148,SKU-03816,258.87,South,Express,22.22
SHIP-004149,SKU-00995,970.64,North,Express,265.34
SHIP-004150,SKU-05736,452.43,South,Bulk,26.73
SHIP-004151,SKU-02720,877.68,South,Standard,288.92
SHIP-004152,SKU-09403,443.93,West,Express,396.39
SHIP-004153,SKU-00053,674.55,North,Bulk,90.85
SHIP-004154,SKU-07142,644.74,West,Bulk,163.08
SHIP-004155,SKU-03437,646.39,South,Bulk,61.4
SHIP-004156,SKU-03656,71.82,South,Bulk,232.75
SHIP-004157,SKU-00807,514.17,South,Bulk,222.33
SHIP-004158,SKU-03158,291.89,South,Express,323.59
SHIP-004159,SKU-03467,300.28,North,Bulk,145.23
SHIP-004160,SKU-02231,935.66,South,Express,95.67
SHIP-004161,SKU-06085,390.76,South,Express,286.09
SHIP-004162,SKU-08017,506.61,North,Express,89.42
SHIP-004163,SKU-00236,950.36,East,Bulk,349.81
SHIP-004164,SKU-01952,209.32,South,Express,143.21
SHIP-004165,SKU-05312,958.92,South,Bulk,448.8
SHIP-004166,SKU-02564,509.3,West,Standard,250.87
SHIP-004167,SKU-04841,633.03,South,Express,465.27
SHIP-004168,SKU-09016,759.36,East,Express,280.05
SHIP-004169,SKU-02041,688.53,East,Express,53.18
SHIP-004170,SKU-06094,158.29,West,Express,413.02
SHIP-004171,SKU-01350,260.86,South,Express,394.68
SHIP-004172,SKU-06381,322.31,North,Standard,131.48
SHIP-004173,SKU-08275,213.65,South,Standard,87.35
SHIP-004174,SKU-04700,145.39,East,Bulk,198.95
SHIP-004175,SKU-02539,614.74,North,Bulk,275.32
SHIP-004176,SKU-09677,558.65,North,Bulk,159.48
SHIP-004177,SKU-05803,961.92,North,Express,463.95
SHIP-004178,SKU-00899,476.45,East,Bulk,375.37
SHIP-004179,SKU-00746,202.33,South,Standard,258.92
SHIP-004180,SKU-00431,133.94,West,Standard,313.43
SHIP-004181,SKU-03083,772.43,West,Standard,215.48
SHIP-004182,SKU-02087,928.4,North,Bulk,359.04
SHIP-004183,SKU-05597,335.04,North,Bulk,144.89
SHIP-004184,SKU-02366,83.65,South,Bulk,400.16
SHIP-004185,SKU-02226,933.94,North,Standard,339.56
SHIP-004186,SKU-05957,140.33,North,Bulk,80.74
SHIP-004187,SKU-08195,450.3,West,Express,191.91
SHIP-004188,SKU-00493,727.65,South,Bulk,287.92
SHIP-004189,SKU-07298,185.55,North,Bulk,479.24
SHIP-004190,SKU-01477,734.17,South,Bulk,118.06
SHIP-004191,SKU-03129,439.94,East,Bulk,52.73
SHIP-004192,SKU-06328,280.73,East,Bulk,21.88
SHIP-004193,SKU-08271,981.83,West,Bulk,416.23
SHIP-004194,SKU-06651,48.97,East,Bulk,139.94
SHIP-004195,SKU-08010,800.96,West,Standard,81.64
SHIP-004196,SKU-06921,266.8,South,Express,50.75
SHIP-004197,SKU-02812,13.46,East,Bulk,148.49
SHIP-004198,SKU-05746,662.57,North,Bulk,331.54
SHIP-004199,SKU-09367,661.56,East,Bulk,72.13
SHIP-004200,SKU-06933,155.33,West,Bulk,198.26
SHIP-004201,SKU-06121,454.84,South,Bulk,320.55
SHIP-004202,SKU-05935,860.55,North,Bulk,283.34
SHIP-004203,SKU-02053,584.5,East,Standard,470.48
SHIP-004204,SKU-09234,594.46,South,Express,321.31
SHIP-004205,SKU-09827,694.41,South,Express,142.57
SHIP-004206,SKU-03643,103.09,North,Bulk,301.32
SHIP-004207,SKU-02147,82.55,East,Standard,227.77
SHIP-004208,SKU-00305,964.06,North,Standard,256.91
SHIP-004209,SKU-08609,700.34,West,Standard,331.83
SHIP-004210,SKU-09898,180.04,East,Bulk,125.52
SHIP-004211,SKU-03752,377.88,South,Standard,156.35
SHIP-004212,SKU-09615,112.37,North,Standard,495.62
SHIP-004213,SKU-08811,884.17,East,Bulk,48.85
SHIP-004214,SKU-08311,723.78,North,Express,378.01
SHIP-004215,SKU-05980,222.85,East,Standard,424.28
SHIP-004216,SKU-03333,212.96,North,Express,223.19
SHIP-004217,SKU-09603,736.84,West,Standard,133.88
SHIP-004218,SKU-02019,444.49,West,Bulk,420.78
SHIP-004219,SKU-03476,261.06,West,Express,207.03
SHIP-004220,SKU-04311,312.88,East,Express,119.01
SHIP-004221,SKU-09105,890.93,East,Express,54.72
SHIP-004222,SKU-07859,534.89,South,Standard,242.12
SHIP-004223,SKU-09340,818.34,West,Standard,400.12
SHIP-004224,SKU-07717,453.72,South,Express,488.67
SHIP-004225,SKU-07842,937.03,West,Standard,234.66
SHIP-004226,SKU-04930,497.68,North,Bulk,457.35
SHIP-004227,SKU-09799,773.17,East,Standard,200.42
SHIP-004228,SKU-08922,451.0,South,Standard,254.26
SHIP-004229,SKU-01781,381.16,North,Standard,208.74
SHIP-004230,SKU-05804,799.51,East,Bulk,58.66
SHIP-004231,SKU-02738,784.92,West,Standard,147.6
SHIP-004232,SKU-00202,325.5,South,Standard,354.05
SHIP-004233,SKU-08499,776.82,South,Express,441.49
SHIP-004234,SKU-03224,593.24,West,Express,123.16
SHIP-004235,SKU-00282,187.07,West,Standard,137.98
SHIP-004236,SKU-03947,715.55,North,Bulk,86.27
SHIP-004237,SKU-01033,147.01,South,Express,169.6
SHIP-004238,SKU-03710,910.33,West,Standard,227.94
SHIP-004239,SKU-00890,451.21,South,Express,161.86
SHIP-004240,SKU-02879,597.92,East,Express,406.11
SHIP-004241,SKU-01750,126.77,South,Bulk,84.68
SHIP-004242,SKU-08136,117.93,West,Standard,226.47
SHIP-004243,SKU-02502,756.48,South,Express,96.84
SHIP-004244,SKU-07856,979.76,South,Bulk,461.24
SHIP-004245,SKU-03164,930.23,East,Bulk,460.06
SHIP-004246,SKU-04618,657.18,South,Express,99.9
SHIP-004247,SKU-09798,550.86,South,Bulk,473.14
SHIP-004248,SKU-01091,388.39,North,Bulk,73.06
SHIP-004249,SKU-00741,696.31,South,Standard,273.1
SHIP-004250,SKU-09762,225.98,South,Bulk,102.57
SHIP-004251,SKU-01926,656.45,East,Bulk,40.53
SHIP-004252,SKU-01481,622.73,South,Standard,226.56
SHIP-004253,SKU-09980,179.39,South,Bulk,120.88
SHIP-004254,SKU-04396,734.19,South,Standard,38.24
SHIP-004255,SKU-07751,613.65,North,Express,290.25
SHIP-004256,SKU-09520,428.43,East,Express,287.97
SHIP-004257,SKU-06923,836.13,North,Standard,375.22
SHIP-004258,SKU-01160,216.11,East,Express,366.32
SHIP-004259,SKU-07584,181.93,South,Express,455.36
SHIP-004260,SKU-02038,154.55,West,Standard,171.03
SHIP-004261,SKU-01384,948.15,South,Bulk,408.44
SHIP-004262,SKU-05971,451.59,South,Bulk,23.27
SHIP-004263,SKU-06755,768.61,West,Bulk,294.84
SHIP-004264,SKU-00211,237.67,East,Express,91.52
SHIP-004265,SKU-05649,248.31,South,Standard,330.48
SHIP-004266,SKU-00305,696.69,East,Standard,68.4
SHIP-004267,SKU-05840,69.01,South,Express,67.1
SHIP-004268,SKU-08586,868.42,West,Bulk,481.33
SHIP-004269,SKU-00229,39.85,South,Express,273.01
SHIP-004270,SKU-06306,607.61,East,Standard,168.46
SHIP-004271,SKU-00970,852.4,South,Express,203.17
SHIP-004272,SKU-03548,879.14,South,Standard,291.01
SHIP-004273,SKU-02888,471.69,South,Standard,233.79
SHIP-004274,SKU-09696,716.65,West,Express,375.82
SHIP-004275,SKU-05404,82.75,South,Bulk,394.4
SHIP-004276,SKU-08192,181.47,West,Bulk,282.96
SHIP-004277,SKU-05342,914.37,South,Express,417.7
SHIP-004278,SKU-01088,830.79,South,Express,147.37
SHIP-004279,SKU-07529,747.42,West,Standard,278.01
SHIP-004280,SKU-01896,962.17,South,Bulk,470.12
SHIP-004281,SKU-05975,969.55,West,Bulk,153.44
SHIP-004282,SKU-05458,191.34,South,Bulk,320.0
SHIP-004283,SKU-02844,146.16,East,Express,86.53
SHIP-004284,SKU-09507,346.15,West,Express,413.62
SHIP-004285,SKU-01214,808.26,South,Standard,288.04
SHIP-004286,SKU-08986,585.8,South,Standard,389.2
SHIP-004287,SKU-00816,31.96,East,Express,192.76
SHIP-004288,SKU-03108,525.9,North,Standard,291.65
SHIP-004289,SKU-08762,115.7,West,Bulk,290.39
SHIP-004290,SKU-00451,957.41,West,Standard,444.94
SHIP-004291,SKU-02043,375.61,East,Bulk,307.11
SHIP-004292,SKU-06338,315.56,South,Bulk,142.77
SHIP-004293,SKU-09288,567.79,South,Express,221.21
SHIP-004294,SKU-01784,407.12,South,Standard,361.55
SHIP-004295,SKU-00671,217.41,East,Bulk,276.26
SHIP-004296,SKU-07303,667.15,West,Express,395.71
SHIP-004297,SKU-07518,558.92,South,Express,237.68
SHIP-004298,SKU-01008,630.7,North,Bulk,498.0
SHIP-004299,SKU-03322,276.55,West,Standard,403.09
SHIP-004300,SKU-08149,670.12,South,Bulk,283.06
SHIP-004301,SKU-09548,695.88,West,Bulk,274.19
SHIP-004302,SKU-04300,435.17,West,Bulk,199.64
SHIP-004303,SKU-00682,341.05,South,Bulk,193.34
SHIP-004304,SKU-02702,422.66,North,Express,480.23
SHIP-004305,SKU-08481,250.79,West,Express,185.31
SHIP-004306,SKU-01248,854.79,East,Standard,274.66
SHIP-004307,SKU-03756,846.92,East,Express,317.13
SHIP-004308,SKU-01745,828.31,East,Express,296.05
SHIP-004309,SKU-01239,794.74,South,Standard,369.32
SHIP-004310,SKU-07372,488.77,West,Express,276.35
SHIP-004311,SKU-07215,367.06,North,Bulk,139.82
SHIP-004312,SKU-02554,568.17,North,Bulk,294.23
SHIP-004313,SKU-00623,37.6,South,Standard,222.33
SHIP-004314,SKU-07233,508.25,West,Bulk,135.57
SHIP-004315,SKU-01853,453.67,South,Bulk,65.72
SHIP-004316,SKU-08969,723.94,North,Express,387.66
SHIP-004317,SKU-08198,933.49,North,Express,378.31
SHIP-004318,SKU-05277,188.31,West,Standard,491.95
SHIP-004319,SKU-02271,980.7,West,Standard,219.29
SHIP-004320,SKU-07758,791.0,South,Bulk,313.7
SHIP-004321,SKU-07085,31.87,West,Standard,483.99
SHIP-004322,SKU-02792,801.29,South,Standard,382.61
SHIP-004323,SKU-01830,974.28,East,Express,156.25
SHIP-004324,SKU-03184,831.9,West,Express,172.45
SHIP-004325,SKU-00224,858.51,West,Standard,352.72
SHIP-004326,SKU-06817,162.58,West,Express,482.81
SHIP-004327,SKU-02924,171.5,East,Bulk,52.11
SHIP-004328,SKU-08772,612.36,South,Bulk,49.74
SHIP-004329,SKU-01505,224.1,East,Express,38.21
SHIP-004330,SKU-03219,894.54,South,Standard,444.26
SHIP-004331,SKU-04501,25.37,North,Bulk,312.98
SHIP-004332,SKU-04079,873.38,South,Standard,321.37
SHIP-004333,SKU-06365,983.4,East,Bulk,340.24
SHIP-004334,SKU-09092,711.19,East,Bulk,340.62
SHIP-004335,SKU-03108,921.61,East,Bulk,483.72
SHIP-004336,SKU-07527,985.53,South,Bulk,126.97
SHIP-004337,SKU-09008,338.21,South,Standard,279.36
SHIP-004338,SKU-06640,227.01,East,Bulk,286.2
SHIP-004339,SKU-06508,721.04,North,Standard,85.76
SHIP-004340,SKU-01246,501.28,North,Bulk,154.8
SHIP-004341,SKU-02512,460.6,West,Standard,129.14
SHIP-004342,SKU-05170,394.89,West,Standard,354.14
SHIP-004343,SKU-09133,754.97,South,Bulk,105.54
SHIP-004344,SKU-06858,100.01,East,Standard,207.22
SHIP-004345,SKU-06330,434.66,North,Express,200.67
SHIP-004346,SKU-04202,335.01,South,Bulk,176.24
SHIP-004347,SKU-00214,882.36,West,Express,138.27
SHIP-004348,SKU-05870,400.09,East,Bulk,296.88
SHIP-004349,SKU-06953,598.92,West,Express,138.2
SHIP-004350,SKU-09038,235.65,South,Standard,400.81
SHIP-004351,SKU-07564,290.24,West,Standard,393.06
SHIP-004352,SKU-09347,655.73,West,Bulk,418.31
SHIP-004353,SKU-05472,197.5,North,Express,303.01
SHIP-004354,SKU-01882,410.39,West,Express,244.36
SHIP-004355,SKU-01994,171.31,East,Standard,393.22
SHIP-004356,SKU-04824,852.31,West,Express,33.08
SHIP-004357,SKU-09579,557.64,North,Bulk,286.62
SHIP-004358,SKU-06503,144.59,North,Standard,219.62
SHIP-004359,SKU-03088,619.38,West,Bulk,131.83
SHIP-004360,SKU-03429,790.32,West,Standard,99.72
SHIP-004361,SKU-05622,470.01,South,Standard,117.77
SHIP-004362,SKU-00559,636.64,West,Express,197.75
SHIP-004363,SKU-07304,434.67,West,Express,406.93
SHIP-004364,SKU-04199,264.04,West,Bulk,250.11
SHIP-004365,SKU-06259,346.66,South,Standard,240.37
SHIP-004366,SKU-00433,685.74,East,Standard,284.69
SHIP-004367,SKU-06800,138.76,East,Bulk,55.8
SHIP-004368,SKU-09521,764.67,West,Standard,341.7
SHIP-004369,SKU-08695,888.37,North,Standard,352.24
SHIP-004370,SKU-01405,501.7,East,Standard,160.21
SHIP-004371,SKU-02114,321.88,West,Bulk,188.91
SHIP-004372,SKU-00195,100.1,East,Bulk,325.72
SHIP-004373,SKU-06476,933.83,North,Bulk,461.19
SHIP-004374,SKU-01330,670.39,North,Standard,346.65
SHIP-004375,SKU-00928,696.57,North,Bulk,324.14
SHIP-004376,SKU-04458,157.41,South,Express,367.97
SHIP-004377,SKU-04222,368.94,South,Standard,162.09
SHIP-004378,SKU-04012,398.68,West,Standard,388.92
SHIP-004379,SKU-06932,882.72,West,Express,298.87
SHIP-004380,SKU-03779,226.11,East,Express,154.59
SHIP-004381,SKU-09868,772.65,West,Express,40.81
SHIP-004382,SKU-02101,669.21,South,Standard,385.71
SHIP-004383,SKU-02915,711.51,South,Standard,436.5
SHIP-004384,SKU-09294,705.2,South,Bulk,187.88
SHIP-004385,SKU-00320,978.65,West,Express,391.25
SHIP-004386,SKU-02858,775.93,East,Bulk,22.3
SHIP-004387,SKU-05259,29.75,South,Standard,315.17
SHIP-004388,SKU-06077,101.18,East,Express,83.94
SHIP-004389,SKU-01974,678.98,South,Bulk,189.78
SHIP-004390,SKU-07124,354.12,East,Standard,23.66
SHIP-004391,SKU-09395,464.22,East,Bulk,69.96
SHIP-004392,SKU-05117,674.6,East,Standard,474.08
SHIP-004393,SKU-01122,519.04,South,Standard,373.13
SHIP-004394,SKU-05519,146.33,North,Express,481.15
SHIP-004395,SKU-07084,193.15,East,Bulk,446.34
SHIP-004396,SKU-08537,755.12,East,Standard,445.74
SHIP-004397,SKU-04753,438.67,North,Express,439.49
SHIP-004398,SKU-07168,583.15,West,Express,174.87
SHIP-004399,SKU-07932,267.82,East,Express,355.86
SHIP-004400,SKU-08790,140.21,South,Express,336.92
SHIP-004401,SKU-06802,909.66,East,Express,129.42
SHIP-004402,SKU-08122,798.12,East,Bulk,132.1
SHIP-004403,SKU-07937,893.3,East,Standard,110.94
SHIP-004404,SKU-09119,356.65,South,Express,346.75
SHIP-004405,SKU-04859,101.0,North,Standard,21.02
SHIP-004406,SKU-02656,990.22,South,Express,223.41
SHIP-004407,SKU-04999,898.27,South,Bulk,73.04
SHIP-004408,SKU-00478,728.98,North,Standard,110.21
SHIP-004409,SKU-04146,924.87,South,Standard,423.28
SHIP-004410,SKU-09627,306.89,South,Standard,129.33
SHIP-004411,SKU-04670,995.85,East,Standard,448.26
SHIP-004412,SKU-09080,604.08,North,Standard,224.48
SHIP-004413,SKU-03365,878.93,North,Express,80.29
SHIP-004414,SKU-03662,204.08,West,Express,285.3
SHIP-004415,SKU-08868,34.31,West,Bulk,229.66
SHIP-004416,SKU-03357,362.73,South,Bulk,176.77
SHIP-004417,SKU-02412,623.45,West,Standard,187.7
SHIP-004418,SKU-07680,839.29,West,Standard,209.94
SHIP-004419,SKU-02643,509.63,East,Bulk,121.27
SHIP-004420,SKU-02628,317.74,East,Standard,251.46
SHIP-004421,SKU-09392,882.14,North,Bulk,104.73
SHIP-004422,SKU-09879,121.23,West,Bulk,359.57
SHIP-004423,SKU-07533,157.37,North,Standard,156.38
SHIP-004424,SKU-02714,569.55,South,Standard,70.96
SHIP-004425,SKU-08253,938.75,East,Standard,132.25
SHIP-004426,SKU-07443,917.98,East,Bulk,223.26
SHIP-004427,SKU-05282,917.29,East,Express,125.64
SHIP-004428,SKU-09554,465.56,West,Bulk,358.86
SHIP-004429,SKU-07671,421.44,West,Express,151.53
SHIP-004430,SKU-00946,194.97,West,Express,159.82
SHIP-004431,SKU-05775,918.83,North,Express,207.5
SHIP-004432,SKU-06310,851.2,West,Bulk,204.1
SHIP-004433,SKU-07957,603.82,North,Express,361.32
SHIP-004434,SKU-02859,432.13,East,Bulk,121.01
SHIP-004435,SKU-08432,976.0,South,Express,373.42
SHIP-004436,SKU-07477,109.9,West,Standard,49.86
SHIP-004437,SKU-06844,842.2,South,Bulk,418.68
SHIP-004438,SKU-03933,275.93,West,Standard,67.04
SHIP-004439,SKU-09661,466.15,North,Standard,182.27
SHIP-004440,SKU-04229,650.52,South,Express,279.99
SHIP-004441,SKU-09742,768.9,South,Express,138.29
SHIP-004442,SKU-08111,785.54,West,Standard,211.46
SHIP-004443,SKU-02023,377.85,North,Standard,136.92
SHIP-004444,SKU-03327,103.59,East,Standard,211.86
SHIP-004445,SKU-03877,932.91,South,Bulk,432.95
SHIP-004446,SKU-00609,713.39,North,Express,243.76
SHIP-004447,SKU-07123,211.85,East,Standard,495.5
SHIP-004448,SKU-05691,58.69,South,Bulk,418.99
SHIP-004449,SKU-05583,313.54,North,Bulk,242.35
SHIP-004450,SKU-06570,596.87,South,Express,46.2
SHIP-004451,SKU-00138,242.07,East,Standard,423.18
SHIP-004452,SKU-08547,611.98,South,Express,485.43
SHIP-004453,SKU-09129,779.36,West,Bulk,134.18
SHIP-004454,SKU-07711,588.43,South,Standard,151.84
SHIP-004455,SKU-01701,350.32,North,Express,461.11
SHIP-004456,SKU-02848,726.19,West,Standard,191.53
SHIP-004457,SKU-03545,545.19,West,Bulk,292.78
SHIP-004458,SKU-06115,999.73,South,Bulk,495.67
SHIP-004459,SKU-07338,767.06,West,Bulk,198.3
SHIP-004460,SKU-07635,655.21,South,Express,476.99
SHIP-004461,SKU-08922,373.77,West,Standard,57.13
SHIP-004462,SKU-03009,13.14,South,Standard,350.06
SHIP-004463,SKU-01144,902.95,South,Bulk,287.99
SHIP-004464,SKU-00631,602.29,South,Standard,379.84
SHIP-004465,SKU-04592,286.13,South,Express,351.74
SHIP-004466,SKU-02057,269.17,South,Bulk,114.64
SHIP-004467,SKU-03836,468.25,South,Express,194.38
SHIP-004468,SKU-06633,354.22,North,Bulk,421.57
SHIP-004469,SKU-01921,35.83,West,Bulk,430.88
SHIP-004470,SKU-06177,523.64,South,Express,402.89
SHIP-004471,SKU-01138,501.95,East,Express,180.74
SHIP-004472,SKU-06933,587.2,East,Standard,342.25
SHIP-004473,SKU-00500,583.96,West,Express,185.48
SHIP-004474,SKU-00297,891.45,East,Bulk,103.52
SHIP-004475,SKU-09452,261.35,East,Standard,58.94
SHIP-004476,SKU-04881,966.16,South,Express,183.36
SHIP-004477,SKU-07961,98.7,South,Bulk,388.53
SHIP-004478,SKU-09935,506.07,North,Express,483.23
SHIP-004479,SKU-05877,622.54,East,Express,200.47
SHIP-004480,SKU-02366,924.22,West,Standard,171.62
SHIP-004481,SKU-04847,407.25,North,Bulk,310.17
SHIP-004482,SKU-01117,675.25,North,Bulk,27.16
SHIP-004483,SKU-04334,391.74,North,Standard,162.95
SHIP-004484,SKU-02977,538.09,West,Express,364.31
SHIP-004485,SKU-02991,275.77,North,Bulk,469.21
SHIP-004486,SKU-05262,244.83,West,Standard,122.45
SHIP-004487,SKU-07328,591.63,South,Express,449.62
SHIP-004488,SKU-09505,936.5,North,Bulk,124.16
SHIP-004489,SKU-00108,810.0,North,Express,112.77
SHIP-004490,SKU-01230,534.75,East,Standard,233.32
SHIP-004491,SKU-00102,348.17,West,Standard,40.84
SHIP-004492,SKU-02991,149.69,East,Bulk,125.42
SHIP-004493,SKU-01666,545.71,West,Bulk,356.11
SHIP-004494,SKU-05964,515.76,North,Bulk,275.25
SHIP-004495,SKU-00576,620.41,East,Express,305.97
SHIP-004496,SKU-08142,228.81,West,Standard,218.83
SHIP-004497,SKU-03328,364.36,North,Bulk,482.93
SHIP-004498,SKU-06924,584.36,North,Bulk,178.44
SHIP-004499,SKU-06091,353.73,South,Standard,473.35
SHIP-004500,SKU-00174,932.38,West,Standard,145.84
SHIP-004501,SKU-06719,684.32,South,Express,193.25
SHIP-004502,SKU-01922,844.2,West,Bulk,425.79
SHIP-004503,SKU-05296,974.03,South,Express,136.91
SHIP-004504,SKU-05043,10.09,South,Standard,71.07
SHIP-004505,SKU-06000,308.65,South,Bulk,416.55
SHIP-004506,SKU-08230,846.03,East,Express,225.87
SHIP-004507,SKU-05101,693.8,South,Standard,225.16
SHIP-004508,SKU-02869,337.49,East,Standard,62.59
SHIP-004509,SKU-06221,897.96,West,Express,243.11
SHIP-004510,SKU-03934,109.44,West,Bulk,464.95
SHIP-004511,SKU-02997,263.79,East,Bulk,244.43
SHIP-004512,SKU-02789,155.45,East,Express,475.22
SHIP-004513,SKU-08392,602.21,North,Standard,476.8
SHIP-004514,SKU-01691,47.05,West,Express,208.67
SHIP-004515,SKU-06510,863.21,West,Bulk,409.31
SHIP-004516,SKU-06976,443.53,West,Bulk,372.44
SHIP-004517,SKU-03906,464.11,East,Standard,120.01
SHIP-004518,SKU-00060,836.45,North,Standard,68.81
SHIP-004519,SKU-06494,313.61,South,Standard,358.93
SHIP-004520,SKU-05799,116.7,East,Bulk,43.18
SHIP-004521,SKU-07304,250.86,West,Standard,101.33
SHIP-004522,SKU-01875,39.8,South,Bulk,448.18
SHIP-004523,SKU-02694,142.67,South,Bulk,274.36
SHIP-004524,SKU-01511,663.89,South,Bulk,438.67
SHIP-004525,SKU-01752,514.67,South,Bulk,98.21
SHIP-004526,SKU-08902,581.9,North,Express,29.71
SHIP-004527,SKU-07808,690.47,West,Express,269.56
