supplier_id,name,industry,location,supplier_size,product_supplied,on_time_delivery,defect_rate,payment_delay_days,escalation_count,penalty_count,contract_duration_months,renewal_status,cost_per_unit,business_criticality,risk_score,recommended_action
SUP-01358,Clark PLC,Chemicals,Russellville,Medium,Cleaning Agents,81.2,3.81,8.0,1,0,17,Renewed,609.0,High,54,Renew
SUP-01359,Evans-Smith,Electronics,Taraland,Small,Chips,91.0,4.63,10.0,0,1,38,Renewed,137.86,Medium,31,Renew
SUP-01360,Kelly LLC,Logistics,North Miguelport,Large,Cleaning Agents,94.3,2.27,13.0,1,0,30,Renewed,596.04,High,91,Renegotiate
SUP-01361,Duran-Little,Automotive,North Kimberlyfort,Small,Chips,79.3,2.37,13.0,0,0,35,Not Renewed,862.15,High,83,Renegotiate
SUP-01362,"Morris, Hull and Jones",Electronics,Port Ashley,Small,Chips,86.2,2.73,1.0,1,0,38,Not Renewed,599.37,Medium,77,Renegotiate
SUP-01363,"Richards, Wright and Taylor",Automotive,North Ericaside,Large,Cleaning Agents,86.2,0.41,11.0,2,1,29,Renewed,843.6,Medium,72,Renew
SUP-01364,"Hamilton, Moore and Greene",Automotive,New Scott,Large,Chips,88.8,0.57,12.0,2,1,45,Renewed,604.58,Medium,84,Renew
SUP-01365,Shaw Inc,Chemicals,South Joshuamouth,Small,Chips,79.2,1.94,8.0,1,0,45,Not Renewed,815.37,Medium,12,Renew
SUP-01366,Jones-Smith,Logistics,Port Pamelaview,Small,Motors,77.2,3.17,22.0,1,0,6,Renewed,798.13,Medium,67,Terminate
SUP-01367,"Lewis, Jefferson and Reynolds",Electronics,Sierraside,Small,Cleaning Agents,87.2,1.02,3.0,0,1,12,Not Renewed,367.07,Medium,33,Renew
SUP-01368,Carrillo-Weeks,Pharma,Patrickberg,Medium,Vaccines,78.9,1.99,2.0,1,0,17,Not Renewed,490.8,Medium,57,Renew
SUP-01369,"Jones, Ramos and Ball",Pharma,West Kevin,Small,Cleaning Agents,74.1,2.23,8.0,1,0,28,Not Renewed,260.13,Low,36,Renegotiate
SUP-01370,Fry LLC,Electronics,Rileyshire,Small,Chips,85.9,4.5,8.0,1,0,30,Renewed,509.95,Medium,84,Renew
SUP-01371,"Sexton, Campbell and Miller",Chemicals,Port Thomasport,Small,Vaccines,99.0,0.78,,2,0,35,Renewed,801.27,High,65,Terminate
SUP-01372,Curtis-Lee,Logistics,Robertview,Medium,Motors,73.5,1.13,8.0,0,1,47,Renewed,618.66,Medium,44,Terminate
SUP-01373,Oneal-Adams,Logistics,Hannahtown,Large,Vaccines,80.1,0.31,3.0,1,0,42,Renewed,633.83,High,24,Renegotiate
SUP-01374,Hill PLC,Electronics,South Markborough,Medium,Motors,93.1,1.43,13.0,0,0,12,Renewed,337.24,Medium,22,Renew
SUP-01375,Adams-Hernandez,Electronics,East Mary,Small,Chips,83.6,2.27,7.0,3,2,26,Renewed,938.16,High,16,Renew
SUP-01376,Miller-Potter,Electronics,West Jamesbury,Small,Chips,86.8,3.26,7.0,0,0,25,Renewed,100.82,Low,26,Renew
SUP-01377,"Dorsey, Anderson and James",Automotive,Joseberg,Large,Motors,81.6,4.29,5.0,0,0,29,Renewed,754.62,High,54,Renegotiate
SUP-01378,Miller Ltd,Electronics,Susanbury,Large,Vaccines,103.2,,2.0,1,0,46,Renewed,10.81,High,17,Renew
SUP-01379,Jenkins-Fuller,Automotive,North Jeremyshire,Large,Vaccines,85.4,3.61,8.0,1,1,6,Not Renewed,349.65,High,80,Renegotiate
SUP-01380,Carpenter Group,Logistics,South Richard,Medium,Cleaning Agents,79.7,3.0,0.0,1,0,46,Renewed,958.57,High,66,Renegotiate
SUP-01381,"Garcia, Jones and Johnson",Automotive,South Amy,Small,Motors,68.8,0.98,21.0,1,2,26,Not Renewed,91.94,High,62,Renegotiate
SUP-01382,Thompson-Costa,Chemicals,Brettmouth,Small,Cleaning Agents,82.7,2.07,12.0,1,0,43,Not Renewed,968.41,High,13,Renegotiate
SUP-01383,"Castro, Young and Green",Electronics,West Samanthaton,Small,Transport Services,74.9,4.1,6.0,1,1,40,Renewed,808.05,High,49,Renegotiate
SUP-01384,"Yoder, Medina and Strickland",Chemicals,South Jordan,Medium,Transport Services,88.0,3.6,7.0,1,0,39,Renewed,675.71,Medium,53,Renegotiate
SUP-01385,"Blake, Ford and Collins",Automotive,West Michael,Small,Cleaning Agents,87.8,3.83,5.0,0,1,6,Not Renewed,145.05,Medium,46,Renew
SUP-01386,Hendrix-Young,Electronics,Kaylaton,Medium,Chips,,4.24,15.0,2,1,27,Renewed,962.78,Medium,40,Renew
SUP-01387,Norris-Welch,Electronics,Lake Kristina,Medium,Transport Services,93.3,4.59,8.0,2,1,32,Not Renewed,705.71,Medium,20,Renew
SUP-01388,Pena-Miller,Logistics,Campbelltown,Small,Motors,69.5,0.43,4.0,1,0,20,Not Renewed,148.43,High,44,Terminate
SUP-01389,Christian and Sons,Automotive,North Joshua,Small,Chips,98.3,1.21,19.0,0,0,46,Renewed,617.06,High,27,Renew
SUP-01390,"Smith, Jackson and Vasquez",Chemicals,Owenstown,Medium,Cleaning Agents,78.3,2.6,3.0,0,0,32,Not Renewed,372.76,High,22,Renegotiate
SUP-01391,Ward-Carpenter,Automotive,New Keithborough,Small,Motors,84.4,3.28,1.0,2,1,13,Renewed,122.93,Medium,18,Renew
SUP-01392,"Wright, Waller and Gardner",Logistics,Grahamfort,Small,Chips,91.3,2.25,21.0,1,0,47,Renewed,80.29,Low,33,Renegotiate
SUP-01393,"King, Ross and Young",Chemicals,Romeromouth,Medium,Motors,64.7,3.9,11.0,1,0,46,Renewed,458.07,Medium,62,Renegotiate
SUP-01394,"Owens, Delgado and Richardson",Chemicals,New Gregory,Medium,Motors,78.1,3.38,12.0,1,0,17,Not Renewed,296.59,Medium,41,Renegotiate
SUP-01395,"Clark, Mendez and Romero",Logistics,Port Jose,Small,Cleaning Agents,79.9,5.32,8.0,0,0,9,Renewed,264.23,High,45,Terminate
SUP-01396,Lee-Lane,Automotive,Stephaniefurt,Large,Transport Services,74.3,0.22,23.0,2,1,18,Not Renewed,51.93,High,37,Renew
SUP-01397,Mcgee and Sons,Logistics,Angelatown,Small,Cleaning Agents,99.6,3.25,17.0,2,0,15,Renewed,915.47,High,16,Renew
SUP-01398,"Schultz, Evans and Watkins",Electronics,Harrisonburgh,Medium,Motors,86.6,1.78,9.0,2,0,36,Renewed,619.24,High,41,Renegotiate
SUP-01399,"Baker, Baker and Ballard",Automotive,Lake Elizabethberg,Small,Cleaning Agents,85.8,1.15,10.0,0,0,15,Renewed,990.19,Low,48,Terminate
SUP-01400,Morris Group,Electronics,Gouldshire,Medium,Cleaning Agents,96.5,2.98,12.0,4,0,13,Not Renewed,41.49,Low,41,Renegotiate
SUP-01401,Black-Townsend,Automotive,Kennedyfort,Medium,Cleaning Agents,105.0,3.12,12.0,1,0,7,Renewed,741.36,High,70,Terminate
SUP-01402,"Reed, Walls and Alvarez",Pharma,Zacharyfort,Small,Transport Services,98.1,2.38,9.0,1,0,39,Renewed,989.53,Low,54,Terminate
SUP-01403,Gardner-Valenzuela,Pharma,East Kathleenmouth,Medium,Chips,81.9,2.07,19.0,3,0,33,Renewed,94.48,Medium,77,Renew
SUP-01404,"Mills, Allen and Simpson",Automotive,North Nicole,Small,Transport Services,83.0,3.7,4.0,1,0,34,Renewed,288.18,Medium,54,Renew
SUP-01405,Blackburn PLC,Pharma,Kellyside,Medium,Vaccines,75.5,3.15,1.0,0,0,8,Renewed,89.68,Medium,88,Renew
SUP-01406,"Walters, Henderson and Williams",Logistics,North Michaela,Medium,Transport Services,82.5,1.22,3.0,0,0,7,Not Renewed,51.13,Medium,31,Renew
SUP-01407,"Ramirez, Boyer and Duarte",Logistics,Holtberg,Medium,Cleaning Agents,92.6,1.05,2.0,1,0,47,Not Renewed,157.2,Low,88,Renegotiate
SUP-01408,"Anderson, Francis and Snyder",Chemicals,South Cindyborough,Medium,Cleaning Agents,,4.7,7.0,0,0,16,Renewed,369.72,Medium,47,Renew
SUP-01409,Jones-Jones,Electronics,Haileyland,Small,Transport Services,109.9,4.53,1.0,1,0,17,Renewed,684.06,High,45,Renegotiate
SUP-01410,Acosta PLC,Pharma,South Christopher,Medium,Vaccines,86.3,3.31,7.0,0,0,33,Renewed,535.51,Medium,44,Renegotiate
SUP-01411,Myers Group,Automotive,South Cindy,Small,Cleaning Agents,69.0,1.13,7.0,2,1,13,Not Renewed,992.75,Medium,75,Renew
SUP-01412,Scott-Page,Logistics,South Matthewmouth,Small,Vaccines,87.9,0.25,5.0,2,0,37,Renewed,231.84,High,22,Terminate
SUP-01413,Burton-Peterson,Electronics,South Andrew,Medium,Cleaning Agents,76.4,0.89,1.0,1,0,30,Renewed,520.71,High,39,Renew
SUP-01414,Miller Group,Automotive,Kimberlyborough,Small,Cleaning Agents,87.3,0.51,2.0,0,0,8,Renewed,728.22,High,70,Renegotiate
SUP-01415,Wyatt Inc,Pharma,North Jennifer,Small,Chips,80.8,1.78,18.0,3,1,12,Not Renewed,847.09,High,94,Renew
SUP-01416,"Thomas, Bryant and Moreno",Electronics,West Stevenland,Small,Motors,99.2,3.17,21.0,2,0,22,Renewed,560.68,High,44,Terminate
SUP-01417,Park-Williams,Chemicals,Madelinestad,Large,Motors,81.5,2.29,11.0,0,0,30,Not Renewed,430.87,Low,88,Renew
SUP-01418,"Lambert, Thompson and Riley",Pharma,Robinmouth,Medium,Chips,82.1,4.04,,2,0,9,Renewed,917.68,High,45,Renew
SUP-01419,"Sanchez, Knapp and Foster",Logistics,Hollandfurt,Medium,Motors,99.7,2.84,6.0,4,1,7,Not Renewed,747.33,Low,94,Renegotiate
SUP-01420,Miller-Smith,Electronics,Kevinmouth,Medium,Cleaning Agents,84.8,3.63,4.0,2,0,31,Renewed,660.19,Medium,51,Renew
SUP-01421,Johnson-Russell,Logistics,West Leah,Medium,Cleaning Agents,81.8,3.08,9.0,0,0,35,Renewed,103.42,High,40,Renew
SUP-01422,Hernandez Inc,Automotive,Juliamouth,Large,Vaccines,83.9,1.67,10.0,1,1,30,Not Renewed,361.23,Medium,85,Renegotiate
SUP-01423,"Diaz, Reyes and Gonzales",Logistics,South Kevin,Medium,Vaccines,90.2,2.6,6.0,0,0,29,Not Renewed,157.58,High,59,Renew
SUP-01424,"Downs, Chan and Austin",Chemicals,Port Williamtown,Small,Cleaning Agents,70.1,2.66,16.0,1,0,11,Not Renewed,732.9,Medium,41,Renew
SUP-01425,Small and Sons,Logistics,Port Derrickville,Small,Cleaning Agents,104.8,3.68,15.0,1,1,28,Renewed,375.79,High,72,Renegotiate
SUP-01426,"Hogan, Carter and Bradley",Electronics,Alexandermouth,Large,Motors,85.5,1.63,7.0,0,0,31,Renewed,927.35,Medium,30,Terminate
SUP-01427,"Perez, Brown and Williamson",Automotive,Clarkland,Medium,Chips,77.8,3.67,4.0,2,0,44,Renewed,776.61,Low,61,Renew
SUP-01428,Mills and Sons,Chemicals,Lake Lukeland,Small,Motors,91.0,2.81,1.0,0,1,37,Renewed,240.77,High,84,Renew
SUP-01429,Kelly LLC,Pharma,Muellerberg,Medium,Vaccines,75.9,2.83,5.0,1,0,24,Not Renewed,768.16,High,69,Renew
SUP-01430,Petersen LLC,Chemicals,Timothymouth,Small,Chips,97.7,1.12,6.0,2,0,21,Renewed,858.65,High,77,Renew
SUP-01431,"Perez, Guzman and Grant",Logistics,Hansenport,Medium,Vaccines,84.6,2.72,20.0,0,1,12,Not Renewed,232.93,Medium,76,Renew
SUP-01432,"Garcia, Mack and Lopez",Automotive,Kimburgh,Medium,Transport Services,76.3,2.9,6.0,1,0,43,Renewed,402.98,High,33,Renew
SUP-01433,Delacruz LLC,Electronics,East Kellyport,Medium,Chips,83.4,0.15,,1,0,40,Renewed,57.54,Medium,23,Terminate
SUP-01434,Woods and Sons,Logistics,Paulville,Medium,Vaccines,68.8,1.05,12.0,2,0,21,Not Renewed,165.7,High,30,Terminate
SUP-01435,"Frey, Fox and Jones",Chemicals,Jacquelinetown,Large,Transport Services,87.0,2.76,4.0,1,0,25,Renewed,394.21,Medium,50,Renegotiate
SUP-01436,"Parker, Schultz and Fitzgerald",Electronics,Lake Stephen,Medium,Transport Services,68.5,2.69,3.0,0,0,33,Renewed,85.07,Medium,77,Renew
SUP-01437,Lee PLC,Electronics,Stephensmouth,Large,Cleaning Agents,84.8,3.79,,1,0,34,Renewed,984.32,Medium,84,Renew
SUP-01438,Bailey LLC,Automotive,Seanfort,Small,Cleaning Agents,,1.34,12.0,2,1,23,Not Renewed,148.09,Medium,92,Renew
SUP-01439,Brown-Hawkins,Logistics,Michaelmouth,Small,Cleaning Agents,70.2,2.6,11.0,0,0,6,Renewed,881.16,Medium,81,Renew
SUP-01440,Hernandez-Hayes,Electronics,Lake Suzannebury,Large,Chips,90.8,2.7,8.0,0,0,38,Not Renewed,402.75,Medium,34,Renew
SUP-01441,Johnson-Fields,Chemicals,East Curtisfurt,Small,Vaccines,,1.86,12.0,0,1,12,Renewed,451.81,High,46,Renew
SUP-01442,Jones LLC,Automotive,Sandraberg,Medium,Motors,93.4,3.61,1.0,1,0,34,Renewed,928.61,Medium,46,Renew
SUP-01443,Stephenson Ltd,Automotive,Khanland,Medium,Motors,,,11.0,4,0,40,Renewed,796.22,Medium,34,Terminate
SUP-01444,"Decker, Smith and Pittman",Electronics,West Troy,Medium,Cleaning Agents,79.3,1.08,11.0,0,0,30,Not Renewed,302.86,Low,11,Renegotiate
SUP-01445,"Holloway, Tran and Bentley",Electronics,Aaronbury,Small,Cleaning Agents,86.6,3.52,19.0,0,0,33,Renewed,461.16,High,82,Renew
SUP-01446,Wolf PLC,Pharma,North Douglas,Large,Chips,66.9,2.47,12.0,2,1,42,Renewed,599.64,Medium,69,Terminate
SUP-01447,Taylor-Walters,Pharma,South Michaelland,Medium,Chips,70.9,3.67,8.0,1,0,42,Not Renewed,59.89,Medium,90,Terminate
SUP-01448,Russo PLC,Automotive,North Pamela,Small,Chips,86.2,2.84,4.0,4,0,35,Not Renewed,677.09,Medium,51,Renew
SUP-01449,Raymond and Sons,Automotive,Howardville,Medium,Vaccines,77.5,1.76,1.0,1,1,13,Not Renewed,579.87,Medium,56,Renegotiate
SUP-01450,Rice-Smith,Chemicals,South Ericview,Medium,Motors,86.8,0.84,18.0,1,0,32,Renewed,583.52,High,55,Renegotiate
SUP-01451,Griffin-White,Electronics,Thomaston,Small,Transport Services,85.7,2.98,8.0,0,0,10,Not Renewed,609.74,Medium,83,Renew
SUP-01452,Evans-Gutierrez,Pharma,North Jacquelineland,Medium,Transport Services,83.1,3.08,3.0,1,1,18,Renewed,39.22,High,38,Renegotiate
SUP-01453,Drake Group,Automotive,Port Mark,Small,Cleaning Agents,95.4,1.73,17.0,0,0,15,Not Renewed,855.89,Medium,18,Renew
SUP-01454,"Peters, Wilson and Bruce",Chemicals,Janetfurt,Medium,Vaccines,112.8,1.79,8.0,1,0,18,Not Renewed,768.54,High,56,Renegotiate
SUP-01455,"George, Savage and Ochoa",Logistics,New Haroldchester,Small,Chips,72.5,0.24,0.0,0,0,28,Renewed,321.48,Medium,16,Renew
SUP-01456,Williams Inc,Pharma,New Evanville,Small,Motors,92.2,2.44,31.0,1,0,27,Not Renewed,505.08,Medium,87,Renew
SUP-01457,Wyatt LLC,Chemicals,South Haleyfurt,Medium,Transport Services,87.0,1.72,14.0,3,0,37,Renewed,77.41,Medium,84,Renew
SUP-01458,"Rogers, Pena and Castro",Automotive,Patrickhaven,Small,Transport Services,77.5,4.52,17.0,3,1,6,Renewed,306.01,High,56,Renew
SUP-01459,Sanders-Olson,Chemicals,Parkerbury,Small,Vaccines,111.2,2.32,,0,0,38,Not Renewed,773.45,Low,73,Renegotiate
SUP-01460,"Edwards, Grant and Reed",Electronics,Lindaton,Medium,Chips,92.4,3.77,6.0,1,0,32,Not Renewed,664.14,Low,17,Renegotiate
SUP-01461,Martin Group,Automotive,Port Jennifer,Medium,Transport Services,87.0,2.76,,1,1,19,Renewed,420.67,Medium,38,Renegotiate
SUP-01462,"Davis, Moore and Calhoun",Chemicals,Brenttown,Large,Vaccines,75.7,5.36,16.0,3,0,6,Not Renewed,516.22,High,15,Terminate
SUP-01463,"Parker, Shaffer and Lang",Chemicals,Mooreland,Large,Vaccines,91.1,3.85,,3,0,44,Renewed,116.4,High,86,Terminate
SUP-01464,"Brooks, Palmer and Campbell",Chemicals,Toddport,Small,Cleaning Agents,80.6,1.2,18.0,0,0,46,Renewed,770.3,Low,52,Renegotiate
SUP-01465,Martinez-Morgan,Pharma,Lake Frankhaven,Medium,Chips,99.7,0.99,4.0,0,0,31,Not Renewed,306.88,Medium,61,Terminate
SUP-01466,"Perez, Watts and Wright",Chemicals,Tiffanyport,Medium,Cleaning Agents,110.7,2.67,10.0,0,0,8,Renewed,904.2,High,30,Renegotiate
SUP-01467,"Munoz, Jackson and Shelton",Chemicals,Sanchezton,Small,Chips,83.6,3.27,10.0,0,1,26,Renewed,713.14,High,60,Renegotiate
SUP-01468,Jenkins PLC,Pharma,Stewartview,Medium,Chips,81.6,3.72,1.0,0,0,30,Renewed,769.92,Low,46,Renew
SUP-01469,"Reed, Barnes and Lowe",Electronics,Smithstad,Medium,Vaccines,76.4,5.76,20.0,1,0,25,Renewed,352.51,Medium,89,Renegotiate
SUP-01470,"Dodson, Higgins and Smith",Logistics,South Brian,Small,Motors,86.8,3.1,1.0,0,1,18,Renewed,199.88,Medium,89,Renew
SUP-01471,Taylor-Lewis,Automotive,Lake Heather,Small,Motors,90.3,4.38,24.0,1,0,34,Renewed,408.72,High,94,Renew
SUP-01472,Dominguez-Thompson,Automotive,West Sandra,Small,Cleaning Agents,82.1,1.56,3.0,1,1,38,Renewed,121.73,Medium,66,Terminate
SUP-01473,Castillo PLC,Electronics,Mitchellberg,Large,Chips,85.0,1.9,14.0,0,0,41,Renewed,150.03,Low,21,Terminate
SUP-01474,Sullivan-Jones,Logistics,New Jessechester,Medium,Transport Services,74.6,3.41,7.0,0,0,14,Renewed,898.7,Medium,74,Renegotiate
SUP-01475,Jensen PLC,Electronics,Alyssaport,Large,Cleaning Agents,90.7,1.62,1.0,0,0,6,Renewed,182.53,Low,46,Renew
SUP-01476,Griffin LLC,Electronics,Port Sandra,Medium,Motors,88.5,0.53,19.0,0,1,38,Renewed,196.07,Medium,50,Renegotiate
SUP-01477,Richardson and Sons,Automotive,Smithfurt,Medium,Vaccines,80.1,5.1,17.0,0,0,46,Not Renewed,710.97,Low,67,Renegotiate
SUP-01478,Saunders PLC,Logistics,Brownbury,Small,Chips,89.7,3.83,2.0,1,1,26,Not Renewed,521.99,High,28,Renew
SUP-01479,"Gomez, Lopez and Jackson",Automotive,Reynoldsfort,Medium,Vaccines,74.6,4.14,1.0,1,0,9,Renewed,564.89,Medium,41,Renew
SUP-01480,"Blanchard, Patterson and Griffin",Electronics,East Cindy,Medium,Transport Services,69.9,3.17,3.0,1,0,45,Renewed,226.16,High,10,Renew
SUP-01481,Cannon Ltd,Pharma,Millerborough,Medium,Vaccines,,2.29,4.0,2,0,44,Not Renewed,593.41,Medium,18,Renegotiate
SUP-01482,Smith-Morris,Electronics,East Jenny,Medium,Transport Services,84.5,0.26,13.0,0,1,37,Renewed,972.95,Medium,88,Renew
SUP-01483,Moore PLC,Chemicals,Jamesstad,Medium,Chips,84.6,2.53,19.0,3,0,46,Renewed,223.95,Low,84,Renew
SUP-01484,Cohen PLC,Electronics,Josephmouth,Large,Motors,72.1,1.56,12.0,0,1,11,Renewed,642.45,Medium,57,Renegotiate
SUP-01485,"Allen, Frost and Young",Chemicals,Lake Cassandraberg,Medium,Motors,64.6,2.88,6.0,2,0,38,Renewed,493.16,Medium,68,Renegotiate
SUP-01486,Espinoza-Huff,Pharma,West Alvinfurt,Small,Motors,75.7,1.94,,0,1,16,Not Renewed,408.56,Medium,22,Renew
SUP-01487,Williams Ltd,Chemicals,Port Christina,Small,Vaccines,78.8,0.79,15.0,3,0,44,Renewed,99.58,Medium,23,Renegotiate
SUP-01488,Thompson-Wyatt,Automotive,Jasonport,Medium,Transport Services,84.6,,6.0,1,1,15,Not Renewed,610.53,High,85,Renegotiate
SUP-01489,Parker and Sons,Electronics,Christinamouth,Small,Cleaning Agents,99.6,3.56,15.0,0,1,40,Renewed,626.13,High,53,Renew
SUP-01490,Nolan Ltd,Chemicals,Youngbury,Large,Chips,77.6,2.28,9.0,1,0,15,Renewed,508.26,Low,76,Renew
SUP-01491,Taylor-French,Automotive,East Michelle,Large,Chips,79.2,1.44,4.0,0,0,27,Renewed,682.06,Medium,86,Renegotiate
SUP-01492,Taylor-Taylor,Logistics,Palmerbury,Small,Motors,,0.34,6.0,0,1,31,Renewed,552.23,Low,92,Renew
SUP-01493,Sullivan Inc,Electronics,West Christopher,Medium,Cleaning Agents,86.5,3.1,16.0,1,0,46,Renewed,98.23,Low,94,Renegotiate
SUP-01494,"Perez, Lang and Watkins",Chemicals,Edwinbury,Small,Vaccines,78.0,3.93,4.0,1,1,10,Not Renewed,397.23,High,45,Renew
SUP-01495,Cohen PLC,Automotive,Petersonview,Medium,Vaccines,99.7,,9.0,0,0,41,Renewed,402.49,Medium,31,Renew
SUP-01496,Rodriguez-Wheeler,Electronics,East Carol,Medium,Chips,94.0,2.43,10.0,0,0,21,Renewed,109.34,Medium,94,Renegotiate
SUP-01497,Bennett-Barnett,Logistics,Tinaland,Small,Cleaning Agents,92.6,3.38,5.0,1,0,34,Not Renewed,704.33,Medium,78,Renegotiate
SUP-01498,"Sims, Boyle and Robinson",Chemicals,East Rachael,Large,Transport Services,87.2,3.6,5.0,3,1,42,Not Renewed,420.74,High,43,Renew
SUP-01499,Kennedy and Sons,Electronics,Carterton,Medium,Cleaning Agents,96.5,1.5,1.0,0,1,15,Not Renewed,208.81,High,71,Renegotiate
SUP-01500,Paul-Owen,Chemicals,East Caitlinland,Medium,Cleaning Agents,89.4,1.76,9.0,0,0,21,Renewed,104.46,Medium,56,Renew
SUP-01501,Arroyo-Marsh,Electronics,Lake Justinside,Large,Transport Services,91.6,,8.0,3,0,28,Not Renewed,787.97,Low,47,Renegotiate
SUP-01502,Gillespie Group,Pharma,South Ashley,Medium,Motors,90.3,3.48,19.0,1,1,31,Not Renewed,266.35,Medium,55,Renew
SUP-01503,Berger-Alvarez,Automotive,South Johnburgh,Large,Cleaning Agents,,0.94,3.0,1,0,10,Not Renewed,317.68,High,49,Renew
SUP-01504,Hernandez Inc,Logistics,East Donnastad,Medium,Transport Services,84.5,3.36,8.0,1,0,27,Renewed,976.45,High,78,Renew
SUP-01505,Mills PLC,Electronics,Bakerhaven,Medium,Transport Services,89.0,3.61,,1,0,19,Renewed,391.08,Medium,53,Renegotiate
SUP-01506,Pierce PLC,Chemicals,Josephtown,Medium,Transport Services,70.8,2.38,2.0,2,0,36,Renewed,250.83,Low,66,Renew
SUP-01507,Andersen LLC,Logistics,East Vanessa,Medium,Cleaning Agents,74.3,1.56,1.0,4,0,25,Not Renewed,38.55,High,21,Renew
SUP-01508,Miller Group,Pharma,Millerport,Large,Transport Services,91.0,1.24,0.0,3,0,13,Not Renewed,670.56,Low,13,Renew
SUP-01509,"Frey, Brown and Stanton",Pharma,East Colinville,Large,Motors,98.4,2.03,11.0,2,0,43,Not Renewed,869.71,High,54,Renew
SUP-01510,Brown and Sons,Pharma,Romeromouth,Small,Chips,80.3,4.34,16.0,0,0,20,Renewed,295.6,Low,57,Renegotiate
SUP-01511,Rodriguez-Duncan,Pharma,Toddport,Small,Transport Services,86.6,3.58,4.0,0,0,45,Renewed,14.58,Medium,37,Renew
SUP-01512,Roberts-Anderson,Automotive,West Ryanchester,Medium,Motors,104.3,2.02,7.0,2,0,15,Renewed,972.4,Low,13,Renegotiate
SUP-01513,Mercado-Krueger,Automotive,West Amberfurt,Medium,Transport Services,85.1,1.56,16.0,0,0,27,Renewed,415.12,Medium,64,Renew
SUP-01514,"Lee, Robertson and Marshall",Electronics,Geraldview,Large,Cleaning Agents,77.4,2.42,4.0,0,1,40,Not Renewed,678.15,Medium,34,Terminate
SUP-01515,Williams and Sons,Logistics,Jenniferport,Medium,Motors,96.5,1.3,5.0,1,0,43,Renewed,704.14,Medium,41,Renew
SUP-01516,"Smith, Moore and Best",Chemicals,Michellechester,Medium,Motors,85.7,2.74,32.0,1,1,28,Not Renewed,415.64,High,56,Renegotiate
SUP-01517,"Jones, Duncan and Johnson",Electronics,West Melissa,Small,Transport Services,95.1,0.81,8.0,0,0,11,Renewed,628.79,High,37,Renew
SUP-01518,Clark PLC,Automotive,Vanessahaven,Large,Motors,87.8,2.6,6.0,1,0,31,Renewed,106.56,Low,83,Terminate
SUP-01519,"Collier, Wyatt and Moore",Logistics,Wallport,Medium,Vaccines,92.2,4.01,15.0,0,0,31,Renewed,34.51,Low,33,Renew
SUP-01520,Turner-Grant,Logistics,West David,Small,Chips,86.7,3.04,9.0,0,0,17,Renewed,776.7,Medium,26,Renew
SUP-01521,Morales-Lopez,Automotive,East Sonya,Large,Chips,74.5,4.09,6.0,0,0,16,Not Renewed,132.19,High,65,Renew
SUP-01522,Mccoy-Hunter,Pharma,Markstad,Medium,Motors,74.0,2.41,10.0,1,0,42,Renewed,979.23,Medium,56,Renew
SUP-01523,Freeman-Mercer,Electronics,West Eduardobury,Medium,Vaccines,75.7,4.07,23.0,3,0,44,Renewed,282.96,Low,65,Renegotiate
SUP-01524,"Hinton, Mullins and Long",Chemicals,Doyleport,Large,Cleaning Agents,85.7,5.34,9.0,0,1,44,Not Renewed,973.79,Medium,56,Renegotiate
SUP-01525,Green LLC,Pharma,Shawnstad,Large,Chips,93.6,5.35,4.0,0,0,9,Not Renewed,662.11,High,69,Terminate
SUP-01526,Carey Ltd,Electronics,East Jorge,Medium,Motors,73.6,3.44,29.0,2,0,24,Renewed,282.51,High,84,Renew
SUP-01527,Landry Group,Chemicals,New Kimberlyfort,Medium,Vaccines,104.3,2.64,6.0,2,0,30,Renewed,276.13,Medium,13,Renegotiate
SUP-01528,Guerrero-Jackson,Automotive,East Jane,Medium,Cleaning Agents,79.3,3.79,14.0,1,0,42,Renewed,279.26,Medium,33,Renegotiate
SUP-01529,Weeks-Thompson,Logistics,Kimchester,Medium,Transport Services,,3.63,9.0,0,0,46,Renewed,147.85,High,72,Renew
SUP-01530,Davidson-Hoover,Electronics,Browntown,Small,Chips,88.0,3.81,20.0,1,1,46,Not Renewed,712.17,Low,31,Renew
SUP-01531,Nixon and Sons,Pharma,South Gary,Large,Cleaning Agents,87.6,2.9,11.0,1,2,9,Renewed,122.22,High,76,Renegotiate
SUP-01532,"Hale, Gray and Rodriguez",Chemicals,Lake Heathermouth,Small,Cleaning Agents,85.7,1.46,33.0,0,0,19,Renewed,383.6,High,34,Renegotiate
SUP-01533,Simpson-Ramos,Logistics,Munozville,Medium,Cleaning Agents,82.7,2.49,3.0,2,1,23,Not Renewed,325.85,Medium,21,Renew
SUP-01534,"Santana, Dickerson and Cook",Automotive,Lake Jacqueline,Medium,Cleaning Agents,83.1,3.9,11.0,0,0,9,Renewed,247.64,Medium,48,Renew
SUP-01535,Roberts-Baker,Automotive,Jeffreyborough,Large,Vaccines,86.9,3.38,1.0,0,0,22,Not Renewed,13.99,Low,42,Renew
SUP-01536,"Mann, Ingram and Johnson",Logistics,Timothystad,Medium,Cleaning Agents,90.8,2.41,7.0,0,0,38,Renewed,69.75,Low,86,Renegotiate
SUP-01537,Barrett-Fox,Chemicals,Thomastown,Small,Transport Services,80.3,,18.0,0,0,39,Renewed,778.29,High,53,Renegotiate
SUP-01538,Hall-Wilson,Automotive,Atkinsonport,Large,Vaccines,79.9,2.68,6.0,0,0,8,Renewed,982.71,High,17,Renegotiate
